image_id,class_name,x1,y1,x2,y2,source,review_status,notes
45min_after_washout_frame_000,mother_bud_pair,107.0,59.0,160.0,116.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_000.png; box_source=mask_union;seeds=n0+n1+b3
45min_after_washout_frame_003,single_cell,237.0,18.0,255.0,49.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_003.png; box_source=mask_union;seeds=n3
45min_after_washout_frame_004,mother_bud_pair,119.0,86.0,187.0,146.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_004.png; box_source=mask_union;seeds=n3+n1+b7
45min_after_washout_frame_004,early_bud_pair,67.0,84.0,121.0,145.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_004.png; box_source=mask_union;seeds=n2+b6
45min_after_washout_frame_004,early_bud_pair,151.0,68.0,221.0,115.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_004.png; box_source=mask_union;seeds=n0+b5
45min_after_washout_frame_005,mother_bud_pair,105.0,63.0,162.0,111.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_005.png; box_source=mask_union;seeds=n3+n4+b3
45min_after_washout_frame_005,mother_bud_pair,89.0,107.0,164.0,162.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_005.png; box_source=mask_union;seeds=n5+n6+b7
45min_after_washout_frame_005,mother_bud_pair,135.0,27.0,183.0,90.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_005.png; box_source=mask_union;seeds=n2+n0+b2
45min_after_washout_frame_005,early_bud_pair,128.0,133.0,169.0,189.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=8; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_005.png; box_source=mask_union;seeds=n7+b8
45min_after_washout_frame_005,early_bud_pair,12.0,24.0,89.0,70.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_005.png; box_source=mask_union;seeds=n1+b1
45min_after_washout_frame_006,mother_bud_pair,169.0,121.0,255.0,180.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_006.png; box_source=mask_union;seeds=n6+n7+b4
45min_after_washout_frame_006,mother_bud_pair,106.0,92.0,183.0,166.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_006.png; box_source=mask_union;seeds=n5+n4+b3
45min_after_washout_frame_006,mother_bud_pair,66.0,42.0,124.0,113.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_006.png; box_source=mask_union;seeds=n0+n2+b1
45min_after_washout_frame_006,early_bud_pair,119.0,46.0,169.0,91.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_006.png; box_source=mask_union;seeds=n1+b0
45min_after_washout_frame_006,single_cell,211.0,89.0,252.0,138.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_006.png; box_source=mask_union;seeds=n3
45min_after_washout_frame_007,mother_bud_pair,89.0,96.0,178.0,157.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_007.png; box_source=mask_union;seeds=n4+n6+b4
45min_after_washout_frame_007,mother_bud_pair,27.0,63.0,76.0,154.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_007.png; box_source=mask_union;seeds=n0+n5+b2
45min_after_washout_frame_007,mother_bud_pair,143.0,76.0,225.0,141.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_007.png; box_source=mask_union;seeds=n3+n1+b1
45min_after_washout_frame_007,early_bud_pair,209.0,132.0,255.0,187.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_007.png; box_source=mask_union;seeds=n7+b7
45min_after_washout_frame_007,early_bud_pair,0.0,74.0,28.0,122.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_007.png; box_source=mask_union;seeds=n2+b3
45min_after_washout_frame_008,mother_bud_pair,153.0,136.0,220.0,206.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_008.png; box_source=mask_union;seeds=n5+n3+b3
45min_after_washout_frame_008,mother_bud_pair,109.0,108.0,174.0,191.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_008.png; box_source=mask_union;seeds=n2+n4+b2
45min_after_washout_frame_008,early_bud_pair,83.0,78.0,159.0,127.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_008.png; box_source=mask_union;seeds=n1+b1
45min_after_washout_frame_008,early_bud_pair,85.0,29.0,132.0,89.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_008.png; box_source=mask_union;seeds=n0+b0
45min_after_washout_frame_009,mother_bud_pair,126.0,26.0,185.0,98.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_009.png; box_source=mask_union;seeds=n2+n0+b1
45min_after_washout_frame_009,mother_bud_pair,79.0,147.0,143.0,221.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_009.png; box_source=mask_union;seeds=n6+n5+b7
45min_after_washout_frame_009,mother_bud_pair,118.0,90.0,187.0,135.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_009.png; box_source=mask_union;seeds=n4+n3+b6
45min_after_washout_frame_009,early_bud_pair,71.0,27.0,120.0,94.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_009.png; box_source=mask_union;seeds=n1+b0
45min_after_washout_frame_010,mother_bud_pair,141.0,132.0,200.0,195.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_010.png; box_source=mask_union;seeds=n4+n3+b7
45min_after_washout_frame_010,early_bud_pair,57.0,13.0,104.0,66.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_010.png; box_source=mask_union;seeds=n0+b1
45min_after_washout_frame_010,early_bud_pair,118.0,106.0,157.0,169.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_010.png; box_source=mask_union;seeds=n2+b3
45min_after_washout_frame_010,early_bud_pair,157.0,46.0,219.0,91.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_010.png; box_source=mask_union;seeds=n1+b2
45min_after_washout_frame_011,mother_bud_pair,112.0,77.0,172.0,148.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_011.png; box_source=mask_union;seeds=n3+n2+b3
45min_after_washout_frame_011,mother_bud_pair,87.0,37.0,158.0,103.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_011.png; box_source=mask_union;seeds=n1+n0+b1
45min_after_washout_frame_011,mother_bud_pair,90.0,121.0,141.0,187.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_011.png; box_source=mask_union;seeds=n5+n4+b5
45min_after_washout_frame_012,mother_bud_pair,59.0,29.0,134.0,87.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_012.png; box_source=mask_union;seeds=n0+n2+b1
45min_after_washout_frame_012,mother_bud_pair,71.0,97.0,129.0,160.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_012.png; box_source=mask_union;seeds=n6+n5+b5
45min_after_washout_frame_012,early_bud_pair,175.0,24.0,233.0,96.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_012.png; box_source=mask_union;seeds=n1+b0
45min_after_washout_frame_012,early_bud_pair,161.0,182.0,217.0,242.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_012.png; box_source=mask_union;seeds=n7+b7
45min_after_washout_frame_012,early_bud_pair,72.0,56.0,134.0,104.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_012.png; box_source=mask_union;seeds=n3+b2
45min_after_washout_frame_012,early_bud_pair,165.0,76.0,229.0,132.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_012.png; box_source=mask_union;seeds=n4+b3
45min_after_washout_frame_013,mother_bud_pair,90.0,84.0,163.0,174.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=13; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_013.png; box_source=mask_union;seeds=n6+n4+b13
45min_after_washout_frame_013,mother_bud_pair,111.0,59.0,181.0,115.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_013.png; box_source=mask_union;seeds=n3+n1+b4
45min_after_washout_frame_013,early_bud_pair,18.0,63.0,83.0,110.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_013.png; box_source=mask_union;seeds=n2+b5
45min_after_washout_frame_013,early_bud_pair,142.0,103.0,196.0,159.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=10; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_013.png; box_source=mask_union;seeds=n5+b10
45min_after_washout_frame_013,early_bud_pair,239.0,0.0,255.0,27.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_013.png; box_source=mask_union;seeds=n0+b1
45min_after_washout_frame_014,mother_bud_pair,73.0,89.0,145.0,161.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_014.png; box_source=mask_union;seeds=n3+n2+b3
45min_after_washout_frame_014,mother_bud_pair,99.0,26.0,201.0,89.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_014.png; box_source=mask_union;seeds=n0+n1+b0
45min_after_washout_frame_014,early_bud_pair,141.0,143.0,187.0,217.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_014.png; box_source=mask_union;seeds=n5+b5
45min_after_washout_frame_014,early_bud_pair,106.0,121.0,153.0,170.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_014.png; box_source=mask_union;seeds=n4+b4
45min_after_washout_frame_015,mother_bud_pair,113.0,84.0,173.0,174.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_015.png; box_source=mask_union;seeds=n3+n1+b1
45min_after_washout_frame_015,mother_bud_pair,61.0,133.0,127.0,203.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_015.png; box_source=mask_union;seeds=n4+n8+b3
45min_after_washout_frame_015,mother_bud_pair,149.0,157.0,219.0,197.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_015.png; box_source=mask_union;seeds=n6+n7+b5
45min_after_washout_frame_015,early_bud_pair,165.0,116.0,226.0,168.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_015.png; box_source=mask_union;seeds=n2+b2
45min_after_washout_frame_015,early_bud_pair,9.0,154.0,60.0,194.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_015.png; box_source=mask_union;seeds=n5+b4
45min_after_washout_frame_015,single_cell,0.0,76.0,32.0,118.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_015.png; box_source=mask_union;seeds=n0
45min_after_washout_frame_016,mother_bud_pair,79.0,86.0,153.0,157.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_016.png; box_source=mask_union;seeds=n5+n4+b5
45min_after_washout_frame_016,mother_bud_pair,0.0,0.0,61.0,35.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_016.png; box_source=mask_union;seeds=n1+n0+b1
45min_after_washout_frame_016,early_bud_pair,120.0,48.0,189.0,105.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_016.png; box_source=mask_union;seeds=n3+b3
45min_after_washout_frame_016,early_bud_pair,0.0,3.0,29.0,52.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_016.png; box_source=mask_union;seeds=n2+b2
45min_after_washout_frame_017,mother_bud_pair,21.0,113.0,82.0,172.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_017.png; box_source=mask_union;seeds=n4+n6+b5
45min_after_washout_frame_017,mother_bud_pair,121.0,58.0,183.0,127.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_017.png; box_source=mask_union;seeds=n1+n3+b1
45min_after_washout_frame_017,mother_bud_pair,108.0,121.0,191.0,184.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_017.png; box_source=mask_union;seeds=n8+n5+b6
45min_after_washout_frame_017,early_bud_pair,73.0,80.0,133.0,135.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_017.png; box_source=mask_union;seeds=n2+b2
45min_after_washout_frame_017,early_bud_pair,195.0,10.0,237.0,74.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_017.png; box_source=mask_union;seeds=n0+b0
45min_after_washout_frame_017,early_bud_pair,106.0,133.0,146.0,179.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_017.png; box_source=mask_union;seeds=n7+b7
45min_after_washout_frame_018,mother_bud_pair,93.0,65.0,161.0,139.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_018.png; box_source=mask_union;seeds=n4+n6+b6
45min_after_washout_frame_018,mother_bud_pair,74.0,29.0,140.0,100.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_018.png; box_source=mask_union;seeds=n2+n1+b2
45min_after_washout_frame_018,mother_bud_pair,107.0,125.0,176.0,172.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=9; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_018.png; box_source=mask_union;seeds=n9+n8+b9
45min_after_washout_frame_018,mother_bud_pair,37.0,51.0,85.0,125.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_018.png; box_source=mask_union;seeds=n5+n3+b4
45min_after_washout_frame_018,early_bud_pair,94.0,0.0,140.0,51.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_018.png; box_source=mask_union;seeds=n0+b1
