image_id,comparison_type,rule_id,manual_id,rule_class,manual_class,iou,rule_box,manual_box,rule_area_px2,manual_area_px2,area_ratio_rule_over_manual,notes
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_31,,early_bud_pair,,,"176.00,172.00,205.00,212.00",,1160.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_32,,mother_bud_pair,,,"56.00,69.00,110.00,136.00",,3618.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_33,,single_cell,,,"82.00,112.00,116.00,142.00",,1020.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_34,,single_cell,,,"3.00,93.00,42.00,126.00",,1287.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_35,,single_cell,,,"14.00,127.00,43.00,160.00",,957.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_36,,single_cell,,,"43.00,122.00,71.00,155.00",,924.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_37,,single_cell,,,"29.00,82.00,74.00,118.00",,1620.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_39,,mother_bud_pair,,,"91.00,42.00,134.00,101.00",,2537.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_40,,early_bud_pair,,,"123.00,103.00,170.00,155.00",,2444.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_42,,single_cell,,,"183.00,99.00,217.00,136.00",,1258.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_007,manual_only_missed_by_rule,,manual_43,,single_cell,,,"173.00,134.00,205.00,165.00",,992.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_006,same_class_box_match,rule_31,manual_45,early_bud_pair,early_bud_pair,0.8013,"220.00,188.00,255.00,248.00","217.00,190.00,253.00,245.00",2100.00,1980.00,1.0606,
60min_after_washout_frame_006,class_mismatch_box_match,rule_30,manual_46,early_bud_pair,mother_bud_pair,0.6464,"163.00,148.00,228.00,209.00","153.00,155.00,224.00,202.00",3965.00,3337.00,1.1882,
60min_after_washout_frame_006,same_class_box_match,rule_26,manual_52,mother_bud_pair,mother_bud_pair,0.5666,"69.00,68.00,147.00,126.00","68.00,90.00,158.00,126.00",4524.00,3240.00,1.3963,
60min_after_washout_frame_006,rule_only_or_bad_box,rule_27,,mother_bud_pair,,,"140.00,121.00,196.00,209.00",,4928.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_006,rule_only_or_bad_box,rule_28,,mother_bud_pair,,,"78.00,113.00,147.00,181.00",,4692.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_006,rule_only_or_bad_box,rule_29,,mother_bud_pair,,,"106.00,163.00,151.00,228.00",,2925.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_006,rule_only_or_bad_box,rule_32,,early_bud_pair,,,"87.00,62.00,161.00,130.00",,5032.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_006,manual_only_missed_by_rule,,manual_47,,early_bud_pair,,,"142.00,128.00,176.00,179.00",,1734.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_006,manual_only_missed_by_rule,,manual_48,,single_cell,,,"120.00,202.00,149.00,233.00",,899.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_006,manual_only_missed_by_rule,,manual_49,,early_bud_pair,,,"84.00,166.00,134.00,202.00",,1800.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_006,manual_only_missed_by_rule,,manual_50,,single_cell,,,"74.00,121.00,110.00,150.00",,1044.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_006,manual_only_missed_by_rule,,manual_51,,mother_bud_pair,,,"84.00,62.00,149.00,94.00",,2080.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_006,manual_only_missed_by_rule,,manual_53,,mother_bud_pair,,,"154.00,93.00,207.00,157.00",,3392.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_002,same_class_box_match,rule_24,manual_60,mother_bud_pair,mother_bud_pair,0.8463,"176.00,220.00,255.00,255.00","177.00,223.00,255.00,253.00",2765.00,2340.00,1.1816,
60min_after_washout_frame_002,same_class_box_match,rule_23,manual_55,mother_bud_pair,mother_bud_pair,0.7191,"62.00,87.00,144.00,145.00","54.00,91.00,139.00,139.00",4756.00,4080.00,1.1657,
60min_after_washout_frame_002,class_mismatch_box_match,rule_21,manual_57,mother_bud_pair,early_bud_pair,0.7092,"110.00,40.00,175.00,86.00","108.00,46.00,172.00,81.00",2990.00,2240.00,1.3348,
60min_after_washout_frame_002,same_class_box_match,rule_20,manual_54,mother_bud_pair,mother_bud_pair,0.5040,"93.00,117.00,146.00,179.00","72.00,137.00,148.00,177.00",3286.00,3040.00,1.0809,
60min_after_washout_frame_002,rule_only_or_bad_box,rule_22,,mother_bud_pair,,,"203.00,175.00,255.00,240.00",,3380.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_002,rule_only_or_bad_box,rule_25,,single_cell,,,"67.00,129.00,103.00,171.00",,1512.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_002,manual_only_missed_by_rule,,manual_56,,early_bud_pair,,,"105.00,104.00,152.00,142.00",,1786.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_002,manual_only_missed_by_rule,,manual_58,,single_cell,,,"144.00,65.00,172.00,85.00",,560.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_002,manual_only_missed_by_rule,,manual_59,,single_cell,,,"76.00,53.00,115.00,92.00",,1521.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_011,same_class_box_match,rule_57,manual_65,single_cell,single_cell,0.7675,"193.00,50.00,234.00,86.00","187.00,48.00,233.00,84.00",1476.00,1656.00,0.8913,
85min_after_washout_frame_011,class_mismatch_box_match,rule_56,manual_61,early_bud_pair,single_cell,0.6443,"75.00,138.00,124.00,176.00","74.00,139.00,112.00,172.00",1862.00,1254.00,1.4848,
85min_after_washout_frame_011,same_class_box_match,rule_55,manual_67,early_bud_pair,early_bud_pair,0.6186,"147.00,83.00,194.00,127.00","145.00,90.00,187.00,123.00",2068.00,1386.00,1.4921,
85min_after_washout_frame_011,rule_only_or_bad_box,rule_51,,mother_bud_pair,,,"119.00,148.00,174.00,225.00",,4235.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_011,rule_only_or_bad_box,rule_52,,mother_bud_pair,,,"149.00,47.00,204.00,104.00",,3135.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_011,rule_only_or_bad_box,rule_53,,mother_bud_pair,,,"170.00,0.00,231.00,59.00",,3599.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_011,rule_only_or_bad_box,rule_54,,mother_bud_pair,,,"105.00,88.00,146.00,157.00",,2829.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_011,rule_only_or_bad_box,rule_58,,single_cell,,,"146.00,139.00,183.00,174.00",,1295.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_011,manual_only_missed_by_rule,,manual_62,,single_cell,,,"113.00,148.00,147.00,185.00",,1258.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_011,manual_only_missed_by_rule,,manual_63,,single_cell,,,"87.00,85.00,138.00,118.00",,1683.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_011,manual_only_missed_by_rule,,manual_64,,single_cell,,,"142.00,48.00,186.00,77.00",,1276.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_011,manual_only_missed_by_rule,,manual_66,,single_cell,,,"170.00,81.00,202.00,101.00",,640.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_011,manual_only_missed_by_rule,,manual_68,,single_cell,,,"137.00,181.00,179.00,226.00",,1890.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_014,same_class_box_match,rule_62,manual_77,mother_bud_pair,mother_bud_pair,0.6384,"221.00,105.00,255.00,184.00","228.00,101.00,252.00,179.00",2686.00,1872.00,1.4348,
85min_after_washout_frame_014,class_mismatch_box_match,rule_63,manual_73,mother_bud_pair,single_cell,0.5294,"59.00,119.00,139.00,178.00","66.00,119.00,117.00,168.00",4720.00,2499.00,1.8888,
85min_after_washout_frame_014,rule_only_or_bad_box,rule_59,,mother_bud_pair,,,"102.00,74.00,189.00,144.00",,6090.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_014,rule_only_or_bad_box,rule_60,,mother_bud_pair,,,"194.00,89.00,243.00,171.00",,4018.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_014,rule_only_or_bad_box,rule_61,,mother_bud_pair,,,"35.00,154.00,116.00,204.00",,4050.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_014,rule_only_or_bad_box,rule_64,,mother_bud_pair,,,"7.00,94.00,94.00,142.00",,4176.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_014,rule_only_or_bad_box,rule_65,,early_bud_pair,,,"162.00,65.00,206.00,128.00",,2772.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_014,manual_only_missed_by_rule,,manual_69,,single_cell,,,"101.00,141.00,136.00,171.00",,1050.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_014,manual_only_missed_by_rule,,manual_70,,single_cell,,,"164.00,70.00,195.00,108.00",,1178.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_014,manual_only_missed_by_rule,,manual_71,,single_cell,,,"87.00,68.00,152.00,110.00",,2730.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_014,manual_only_missed_by_rule,,manual_72,,single_cell,,,"46.00,100.00,86.00,133.00",,1320.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_014,manual_only_missed_by_rule,,manual_74,,single_cell,,,"72.00,164.00,120.00,201.00",,1776.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_014,manual_only_missed_by_rule,,manual_75,,single_cell,,,"8.00,98.00,44.00,130.00",,1152.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_014,manual_only_missed_by_rule,,manual_76,,single_cell,,,"201.00,91.00,231.00,129.00",,1140.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_021,same_class_box_match,rule_68,manual_79,mother_bud_pair,mother_bud_pair,0.8082,"159.00,138.00,242.00,196.00","164.00,137.00,240.00,190.00",4814.00,4028.00,1.1951,
85min_after_washout_frame_021,rule_only_or_bad_box,rule_66,,mother_bud_pair,,,"109.00,71.00,166.00,142.00",,4047.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_021,rule_only_or_bad_box,rule_67,,mother_bud_pair,,,"24.00,43.00,117.00,111.00",,6324.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_021,rule_only_or_bad_box,rule_69,,mother_bud_pair,,,"217.00,0.00,254.00,58.00",,2146.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_021,rule_only_or_bad_box,rule_70,,early_bud_pair,,,"179.00,0.00,233.00,35.00",,1890.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_021,rule_only_or_bad_box,rule_71,,single_cell,,,"124.00,118.00,166.00,163.00",,1890.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_021,manual_only_missed_by_rule,,manual_78,,early_bud_pair,,,"91.00,153.00,137.00,207.00",,2484.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_021,manual_only_missed_by_rule,,manual_80,,single_cell,,,"116.00,69.00,151.00,111.00",,1470.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_007,same_class_box_match,rule_48,manual_83,early_bud_pair,early_bud_pair,0.8260,"124.00,143.00,195.00,180.00","125.00,149.00,195.00,180.00",2627.00,2170.00,1.2106,
85min_after_washout_frame_007,rule_only_or_bad_box,rule_45,,mother_bud_pair,,,"93.00,11.00,161.00,84.00",,4964.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_007,rule_only_or_bad_box,rule_46,,mother_bud_pair,,,"35.00,149.00,102.00,225.00",,5092.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_007,rule_only_or_bad_box,rule_47,,mother_bud_pair,,,"116.00,0.00,195.00,38.00",,3002.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_007,rule_only_or_bad_box,rule_49,,single_cell,,,"227.00,0.00,255.00,19.00",,532.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_007,rule_only_or_bad_box,rule_50,,single_cell,,,"80.00,30.00,117.00,73.00",,1591.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_007,manual_only_missed_by_rule,,manual_81,,single_cell,,,"57.00,190.00,106.00,219.00",,1421.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_007,manual_only_missed_by_rule,,manual_82,,single_cell,,,"21.00,145.00,82.00,189.00",,2684.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_007,manual_only_missed_by_rule,,manual_84,,single_cell,,,"116.00,114.00,153.00,149.00",,1295.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_007,manual_only_missed_by_rule,,manual_85,,single_cell,,,"146.00,105.00,198.00,131.00",,1352.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_007,manual_only_missed_by_rule,,manual_86,,single_cell,,,"166.00,44.00,230.00,109.00",,4160.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_007,manual_only_missed_by_rule,,manual_87,,single_cell,,,"159.00,1.00,193.00,26.00",,850.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_007,manual_only_missed_by_rule,,manual_88,,single_cell,,,"124.00,15.00,161.00,42.00",,999.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_007,manual_only_missed_by_rule,,manual_89,,single_cell,,,"79.00,2.00,124.00,36.00",,1530.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_001,class_mismatch_box_match,rule_44,manual_93,early_bud_pair,single_cell,0.7634,"23.00,109.00,71.00,151.00","21.00,109.00,63.00,149.00",2016.00,1680.00,1.2000,
85min_after_washout_frame_001,rule_only_or_bad_box,rule_41,,mother_bud_pair,,,"84.00,77.00,156.00,169.00",,6624.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_001,rule_only_or_bad_box,rule_42,,mother_bud_pair,,,"143.00,210.00,227.00,255.00",,3780.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_001,rule_only_or_bad_box,rule_43,,mother_bud_pair,,,"102.00,47.00,184.00,101.00",,4428.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_001,manual_only_missed_by_rule,,manual_90,,single_cell,,,"85.00,39.00,147.00,77.00",,2356.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_001,manual_only_missed_by_rule,,manual_91,,single_cell,,,"147.00,58.00,186.00,101.00",,1677.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_001,manual_only_missed_by_rule,,manual_92,,single_cell,,,"121.00,139.00,153.00,177.00",,1216.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_009,same_class_box_match,rule_83,manual_130,mother_bud_pair,mother_bud_pair,0.6785,"178.00,206.00,255.00,247.00","180.00,212.00,243.00,246.00",3157.00,2142.00,1.4739,
Colorado+htb2-GFP_frame_009,same_class_box_match,rule_89,manual_125,early_bud_pair,early_bud_pair,0.6063,"145.00,108.00,186.00,157.00","150.00,112.00,179.00,154.00",2009.00,1218.00,1.6494,
Colorado+htb2-GFP_frame_009,same_class_box_match,rule_90,manual_132,early_bud_pair,early_bud_pair,0.5571,"47.00,0.00,93.00,48.00","57.00,0.00,87.00,41.00",2208.00,1230.00,1.7951,
Colorado+htb2-GFP_frame_009,same_class_box_match,rule_92,manual_122,early_bud_pair,early_bud_pair,0.5541,"86.00,137.00,131.00,198.00","87.00,157.00,126.00,196.00",2745.00,1521.00,1.8047,
Colorado+htb2-GFP_frame_009,rule_only_or_bad_box,rule_82,,mother_bud_pair,,,"28.00,119.00,97.00,168.00",,3381.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_009,rule_only_or_bad_box,rule_84,,mother_bud_pair,,,"170.00,176.00,234.00,220.00",,2816.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_009,rule_only_or_bad_box,rule_85,,mother_bud_pair,,,"55.00,24.00,121.00,101.00",,5082.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_009,rule_only_or_bad_box,rule_86,,mother_bud_pair,,,"44.00,67.00,106.00,132.00",,4030.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_009,rule_only_or_bad_box,rule_87,,early_bud_pair,,,"49.00,218.00,87.00,255.00",,1406.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_009,rule_only_or_bad_box,rule_88,,early_bud_pair,,,"219.00,162.00,255.00,220.00",,2088.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_009,rule_only_or_bad_box,rule_91,,early_bud_pair,,,"0.00,59.00,41.00,114.00",,2255.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_009,rule_only_or_bad_box,rule_93,,early_bud_pair,,,"95.00,64.00,131.00,118.00",,1944.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_009,manual_only_missed_by_rule,,manual_121,,early_bud_pair,,,"104.00,72.00,125.00,116.00",,924.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_009,manual_only_missed_by_rule,,manual_123,,single_cell,,,"94.00,140.00,126.00,168.00",,896.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_009,manual_only_missed_by_rule,,manual_124,,mother_bud_pair,,,"111.00,111.00,157.00,177.00",,3036.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_009,manual_only_missed_by_rule,,manual_126,,single_cell,,,"168.00,48.00,200.00,77.00",,928.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_009,manual_only_missed_by_rule,,manual_127,,single_cell,,,"180.00,75.00,210.00,104.00",,870.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_009,manual_only_missed_by_rule,,manual_128,,early_bud_pair,,,"199.00,164.00,235.00,205.00",,1476.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_009,manual_only_missed_by_rule,,manual_129,,early_bud_pair,,,"172.00,174.00,207.00,216.00",,1470.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_009,manual_only_missed_by_rule,,manual_131,,mother_bud_pair,,,"31.00,131.00,87.00,160.00",,1624.00,,No rule box matched this manual box at IoU threshold.
