image_id,comparison_type,rule_id,manual_id,rule_class,manual_class,iou,rule_box,manual_box,rule_area_px2,manual_area_px2,area_ratio_rule_over_manual,notes
60min_after_washout_frame_003,manual_only_missed_by_rule,,manual_42,,single_cell,,,"112.00,129.00,154.00,160.00",,1302.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_003,manual_only_missed_by_rule,,manual_43,,single_cell,,,"169.00,131.00,210.00,173.00",,1722.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_003,manual_only_missed_by_rule,,manual_44,,early_bud_pair,,,"220.00,1.00,254.00,59.00",,1972.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_012,same_class_box_match,rule_43,manual_47,early_bud_pair,early_bud_pair,0.7588,"214.00,54.00,255.00,110.00","218.00,53.00,252.00,106.00",2296.00,1802.00,1.2741,
60min_after_washout_frame_012,class_mismatch_box_match,rule_41,manual_45,mother_bud_pair,early_bud_pair,0.6795,"43.00,31.00,88.00,104.00","47.00,31.00,78.00,103.00",3285.00,2232.00,1.4718,
60min_after_washout_frame_012,same_class_box_match,rule_40,manual_50,mother_bud_pair,mother_bud_pair,0.5385,"136.00,92.00,200.00,157.00","135.00,90.00,215.00,134.00",4160.00,3520.00,1.1818,
60min_after_washout_frame_012,rule_only_or_bad_box,rule_39,,mother_bud_pair,,,"79.00,90.00,148.00,165.00",,5175.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_012,rule_only_or_bad_box,rule_42,,early_bud_pair,,,"166.00,99.00,214.00,139.00",,1920.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_012,manual_only_missed_by_rule,,manual_46,,early_bud_pair,,,"78.00,89.00,127.00,133.00",,2156.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_012,manual_only_missed_by_rule,,manual_48,,single_cell,,,"112.00,88.00,147.00,127.00",,1365.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_012,manual_only_missed_by_rule,,manual_49,,mother_bud_pair,,,"15.00,115.00,95.00,167.00",,4160.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_012,manual_only_missed_by_rule,,manual_51,,mother_bud_pair,,,"103.00,125.00,198.00,162.00",,3515.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_000,same_class_box_match,rule_20,manual_52,mother_bud_pair,mother_bud_pair,0.8781,"69.00,124.00,145.00,174.00","67.00,127.00,147.00,175.00",3800.00,3840.00,0.9896,
60min_after_washout_frame_000,class_mismatch_box_match,rule_23,manual_53,early_bud_pair,single_cell,0.6978,"95.00,25.00,132.00,74.00","94.00,19.00,135.00,67.00",1813.00,1968.00,0.9212,
60min_after_washout_frame_000,class_mismatch_box_match,rule_22,manual_55,mother_bud_pair,early_bud_pair,0.5729,"127.00,30.00,189.00,97.00","117.00,26.00,188.00,76.00",4154.00,3550.00,1.1701,
60min_after_washout_frame_000,rule_only_or_bad_box,rule_21,,mother_bud_pair,,,"71.00,60.00,132.00,141.00",,4941.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_000,manual_only_missed_by_rule,,manual_54,,single_cell,,,"128.00,66.00,169.00,99.00",,1353.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_000,manual_only_missed_by_rule,,manual_56,,early_bud_pair,,,"66.00,48.00,130.00,109.00",,3904.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_000,manual_only_missed_by_rule,,manual_57,,early_bud_pair,,,"65.00,96.00,120.00,139.00",,2365.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_005,same_class_box_match,rule_44,manual_60,mother_bud_pair,mother_bud_pair,0.9359,"136.00,48.00,225.00,136.00","137.00,44.00,224.00,136.00",7832.00,8004.00,0.9785,
85min_after_washout_frame_005,rule_only_or_bad_box,rule_45,,mother_bud_pair,,,"210.00,7.00,255.00,102.00",,4275.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_005,rule_only_or_bad_box,rule_46,,mother_bud_pair,,,"144.00,13.00,210.00,92.00",,5214.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_005,rule_only_or_bad_box,rule_47,,mother_bud_pair,,,"87.00,67.00,145.00,145.00",,4524.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_005,rule_only_or_bad_box,rule_48,,mother_bud_pair,,,"28.00,52.00,89.00,120.00",,4148.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_005,rule_only_or_bad_box,rule_49,,mother_bud_pair,,,"118.00,85.00,178.00,158.00",,4380.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_005,rule_only_or_bad_box,rule_50,,early_bud_pair,,,"49.00,44.00,112.00,103.00",,3717.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_005,rule_only_or_bad_box,rule_51,,single_cell,,,"80.00,14.00,122.00,62.00",,2016.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_005,manual_only_missed_by_rule,,manual_58,,single_cell,,,"25.00,48.00,76.00,95.00",,2397.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_005,manual_only_missed_by_rule,,manual_59,,mother_bud_pair,,,"77.00,17.00,118.00,103.00",,3526.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_005,manual_only_missed_by_rule,,manual_61,,mother_bud_pair,,,"92.00,154.00,176.00,202.00",,4032.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_022,class_mismatch_box_match,rule_64,manual_67,mother_bud_pair,early_bud_pair,0.6711,"54.00,30.00,153.00,96.00","81.00,28.00,151.00,99.00",6534.00,4970.00,1.3147,
85min_after_washout_frame_022,same_class_box_match,rule_63,manual_64,mother_bud_pair,mother_bud_pair,0.5632,"109.00,84.00,197.00,161.00","105.00,82.00,201.00,131.00",6776.00,4704.00,1.4405,
85min_after_washout_frame_022,rule_only_or_bad_box,rule_65,,mother_bud_pair,,,"0.00,10.00,66.00,63.00",,3498.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_022,rule_only_or_bad_box,rule_66,,mother_bud_pair,,,"85.00,0.00,146.00,39.00",,2379.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_022,rule_only_or_bad_box,rule_67,,early_bud_pair,,,"0.00,0.00,47.00,37.00",,1739.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_022,rule_only_or_bad_box,rule_68,,early_bud_pair,,,"0.00,105.00,36.00,164.00",,2124.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_022,manual_only_missed_by_rule,,manual_62,,early_bud_pair,,,"85.00,196.00,143.00,245.00",,2842.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_022,manual_only_missed_by_rule,,manual_63,,early_bud_pair,,,"129.00,206.00,213.00,254.00",,4032.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_022,manual_only_missed_by_rule,,manual_65,,mother_bud_pair,,,"107.00,111.00,238.00,162.00",,6681.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_022,manual_only_missed_by_rule,,manual_66,,early_bud_pair,,,"47.00,33.00,100.00,92.00",,3127.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_022,manual_only_missed_by_rule,,manual_68,,early_bud_pair,,,"11.00,1.00,96.00,54.00",,4505.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_015,same_class_box_match,rule_61,manual_71,early_bud_pair,early_bud_pair,0.8874,"105.00,144.00,166.00,193.00","101.00,142.00,165.00,193.00",2989.00,3264.00,0.9157,
85min_after_washout_frame_015,same_class_box_match,rule_60,manual_70,mother_bud_pair,mother_bud_pair,0.8403,"77.00,104.00,131.00,188.00","71.00,99.00,131.00,187.00",4536.00,5280.00,0.8591,
85min_after_washout_frame_015,same_class_box_match,rule_58,manual_74,mother_bud_pair,mother_bud_pair,0.7658,"154.00,1.00,213.00,92.00","142.00,2.00,211.00,88.00",5369.00,5934.00,0.9048,
85min_after_washout_frame_015,same_class_box_match,rule_59,manual_69,mother_bud_pair,mother_bud_pair,0.7484,"66.00,27.00,156.00,75.00","57.00,24.00,168.00,76.00",4320.00,5772.00,0.7484,
85min_after_washout_frame_015,rule_only_or_bad_box,rule_57,,mother_bud_pair,,,"116.00,73.00,181.00,167.00",,6110.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_015,rule_only_or_bad_box,rule_62,,single_cell,,,"0.00,83.00,15.00,117.00",,510.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_015,manual_only_missed_by_rule,,manual_72,,early_bud_pair,,,"134.00,117.00,185.00,163.00",,2346.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_015,manual_only_missed_by_rule,,manual_73,,early_bud_pair,,,"100.00,68.00,172.00,126.00",,4176.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_013,same_class_box_match,rule_53,manual_76,mother_bud_pair,mother_bud_pair,0.7512,"106.00,125.00,202.00,174.00","108.00,128.00,220.00,176.00",4704.00,5376.00,0.8750,
85min_after_washout_frame_013,class_mismatch_box_match,rule_56,manual_82,early_bud_pair,mother_bud_pair,0.6153,"77.00,57.00,130.00,122.00","50.00,56.00,134.00,121.00",3445.00,5460.00,0.6310,
85min_after_washout_frame_013,class_mismatch_box_match,rule_52,manual_80,mother_bud_pair,early_bud_pair,0.5620,"18.00,79.00,108.00,140.00","41.00,78.00,103.00,159.00",5490.00,5022.00,1.0932,
85min_after_washout_frame_013,rule_only_or_bad_box,rule_54,,mother_bud_pair,,,"75.00,141.00,168.00,203.00",,5766.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_013,rule_only_or_bad_box,rule_55,,mother_bud_pair,,,"37.00,29.00,112.00,89.00",,4500.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_013,manual_only_missed_by_rule,,manual_75,,mother_bud_pair,,,"128.00,164.00,218.00,203.00",,3510.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_013,manual_only_missed_by_rule,,manual_77,,early_bud_pair,,,"35.00,24.00,91.00,66.00",,2352.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_013,manual_only_missed_by_rule,,manual_78,,early_bud_pair,,,"76.00,28.00,131.00,66.00",,2090.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_013,manual_only_missed_by_rule,,manual_79,,early_bud_pair,,,"10.00,71.00,64.00,123.00",,2808.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_013,manual_only_missed_by_rule,,manual_81,,early_bud_pair,,,"63.00,125.00,132.00,197.00",,4968.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_016,same_class_box_match,rule_97,manual_83,mother_bud_pair,mother_bud_pair,0.9024,"192.00,49.00,247.00,108.00","189.00,48.00,247.00,106.00",3245.00,3364.00,0.9646,
Colorado+htb2-GFP_frame_016,same_class_box_match,rule_101,manual_90,mother_bud_pair,mother_bud_pair,0.8885,"69.00,154.00,111.00,221.00","71.00,156.00,110.00,222.00",2814.00,2574.00,1.0932,
Colorado+htb2-GFP_frame_016,class_mismatch_box_match,rule_107,manual_95,early_bud_pair,single_cell,0.7087,"198.00,144.00,255.00,192.00","202.00,143.00,243.00,192.00",2736.00,2009.00,1.3619,
Colorado+htb2-GFP_frame_016,class_mismatch_box_match,rule_103,manual_89,early_bud_pair,mother_bud_pair,0.6867,"20.00,177.00,77.00,218.00","6.00,178.00,72.00,220.00",2337.00,2772.00,0.8431,
Colorado+htb2-GFP_frame_016,same_class_box_match,rule_104,manual_91,early_bud_pair,early_bud_pair,0.5492,"99.00,164.00,148.00,224.00","117.00,166.00,150.00,220.00",2940.00,1782.00,1.6498,
Colorado+htb2-GFP_frame_016,rule_only_or_bad_box,rule_96,,mother_bud_pair,,,"0.00,117.00,91.00,184.00",,6097.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_016,rule_only_or_bad_box,rule_98,,mother_bud_pair,,,"20.00,0.00,77.00,49.00",,2793.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_016,rule_only_or_bad_box,rule_99,,mother_bud_pair,,,"98.00,93.00,162.00,159.00",,4224.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_016,rule_only_or_bad_box,rule_100,,mother_bud_pair,,,"108.00,63.00,162.00,114.00",,2754.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_016,rule_only_or_bad_box,rule_102,,mother_bud_pair,,,"42.00,48.00,90.00,104.00",,2688.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_016,rule_only_or_bad_box,rule_105,,early_bud_pair,,,"54.00,0.00,123.00,35.00",,2415.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_016,rule_only_or_bad_box,rule_106,,early_bud_pair,,,"0.00,21.00,55.00,88.00",,3685.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_016,manual_only_missed_by_rule,,manual_84,,mother_bud_pair,,,"141.00,59.00,201.00,115.00",,3360.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_016,manual_only_missed_by_rule,,manual_85,,single_cell,,,"162.00,148.00,199.00,191.00",,1591.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_016,manual_only_missed_by_rule,,manual_86,,single_cell,,,"59.00,27.00,102.00,68.00",,1763.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_016,manual_only_missed_by_rule,,manual_87,,single_cell,,,"17.00,101.00,53.00,141.00",,1440.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_016,manual_only_missed_by_rule,,manual_88,,early_bud_pair,,,"2.00,149.00,53.00,181.00",,1632.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_016,manual_only_missed_by_rule,,manual_92,,early_bud_pair,,,"93.00,173.00,125.00,222.00",,1568.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_016,manual_only_missed_by_rule,,manual_93,,early_bud_pair,,,"100.00,121.00,147.00,163.00",,1974.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_016,manual_only_missed_by_rule,,manual_94,,mother_bud_pair,,,"76.00,66.00,152.00,107.00",,3116.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,same_class_box_match,rule_94,manual_102,early_bud_pair,early_bud_pair,0.9046,"63.00,218.00,121.00,255.00","63.00,220.00,122.00,254.00",2146.00,2006.00,1.0698,
Colorado+htb2-GFP_frame_012,same_class_box_match,rule_87,manual_100,mother_bud_pair,mother_bud_pair,0.7517,"136.00,55.00,193.00,104.00","128.00,58.00,192.00,100.00",2793.00,2688.00,1.0391,
Colorado+htb2-GFP_frame_012,same_class_box_match,rule_90,manual_98,mother_bud_pair,mother_bud_pair,0.6403,"104.00,30.00,165.00,83.00","103.00,22.00,161.00,72.00",3233.00,2900.00,1.1148,
Colorado+htb2-GFP_frame_012,class_mismatch_box_match,rule_88,manual_96,mother_bud_pair,early_bud_pair,0.6367,"63.00,12.00,130.00,68.00","66.00,9.00,111.00,67.00",3752.00,2610.00,1.4375,
Colorado+htb2-GFP_frame_012,class_mismatch_box_match,rule_95,manual_99,early_bud_pair,mother_bud_pair,0.5346,"103.00,68.00,142.00,116.00","97.00,50.00,137.00,113.00",1872.00,2520.00,0.7429,
Colorado+htb2-GFP_frame_012,rule_only_or_bad_box,rule_86,,mother_bud_pair,,,"107.00,118.00,176.00,183.00",,4485.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_012,rule_only_or_bad_box,rule_89,,mother_bud_pair,,,"0.00,141.00,43.00,186.00",,1935.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_012,rule_only_or_bad_box,rule_91,,mother_bud_pair,,,"33.00,107.00,93.00,184.00",,4620.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_012,rule_only_or_bad_box,rule_92,,early_bud_pair,,,"122.00,97.00,165.00,157.00",,2580.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_012,rule_only_or_bad_box,rule_93,,early_bud_pair,,,"0.00,206.00,27.00,241.00",,945.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_97,,single_cell,,,"64.00,51.00,102.00,85.00",,1292.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_101,,single_cell,,,"192.00,97.00,227.00,129.00",,1120.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_103,,early_bud_pair,,,"15.00,192.00,63.00,225.00",,1584.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_104,,single_cell,,,"11.00,168.00,50.00,202.00",,1326.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_105,,single_cell,,,"78.00,139.00,117.00,175.00",,1404.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_106,,early_bud_pair,,,"102.00,120.00,143.00,177.00",,2337.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_107,,early_bud_pair,,,"129.00,122.00,175.00,161.00",,1794.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_108,,early_bud_pair,,,"122.00,93.00,177.00,133.00",,2200.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_012,manual_only_missed_by_rule,,manual_109,,mother_bud_pair,,,"10.00,110.00,64.00,154.00",,2376.00,,No rule box matched this manual box at IoU threshold.
