image_id,match_type,rule_id,manual_id,rule_class,manual_class,iou,rule_box,manual_box,rule_area_px2,manual_area_px2,area_ratio_rule_over_manual
60min_after_washout_frame_014,same_class_iou_match,rule_29,manual_33,mother_bud_pair,mother_bud_pair,0.6476,"103.00,57.00,163.00,129.00","96.60,54.40,158.60,113.40",4320.00,3658.00,1.1810
60min_after_washout_frame_014,same_class_iou_match,rule_27,manual_35,mother_bud_pair,mother_bud_pair,0.6064,"12.00,79.00,82.00,117.00","14.60,75.40,71.60,129.40",2660.00,3078.00,0.8642
60min_after_washout_frame_015,same_class_iou_match,rule_35,manual_42,mother_bud_pair,mother_bud_pair,0.7972,"85.00,88.00,133.00,155.00","87.60,84.40,128.60,153.40",3216.00,2829.00,1.1368
60min_after_washout_frame_015,same_class_iou_match,rule_40,manual_47,early_bud_pair,early_bud_pair,0.7571,"71.00,134.00,113.00,181.00","72.60,135.40,108.60,186.40",1974.00,1836.00,1.0752
60min_after_washout_frame_015,same_class_iou_match,rule_36,manual_41,mother_bud_pair,mother_bud_pair,0.7484,"39.00,101.00,100.00,163.00","36.60,103.40,89.60,161.40",3782.00,3074.00,1.2303
60min_after_washout_frame_015,same_class_iou_match,rule_39,manual_46,early_bud_pair,early_bud_pair,0.7152,"190.00,52.00,250.00,97.00","190.60,47.40,245.60,90.40",2700.00,2365.00,1.1416
60min_after_washout_frame_015,same_class_iou_match,rule_34,manual_43,mother_bud_pair,mother_bud_pair,0.6977,"185.00,81.00,251.00,142.00","183.60,77.40,234.60,141.40",4026.00,3264.00,1.2335
60min_after_washout_frame_013,same_class_iou_match,rule_21,manual_49,mother_bud_pair,mother_bud_pair,0.6024,"30.00,65.00,86.00,130.00","28.60,62.40,98.60,113.40",3640.00,3570.00,1.0196
60min_after_washout_frame_013,same_class_iou_match,rule_22,manual_48,mother_bud_pair,mother_bud_pair,0.5849,"47.00,79.00,112.00,160.00","26.60,95.40,108.60,157.40",5265.00,5084.00,1.0356
60min_after_washout_frame_013,same_class_iou_match,rule_20,manual_51,mother_bud_pair,mother_bud_pair,0.5403,"116.00,116.00,177.00,173.00","127.60,110.40,192.60,180.40",3477.00,4550.00,0.7642
85min_after_washout_frame_009,same_class_iou_match,rule_57,manual_67,mother_bud_pair,mother_bud_pair,0.8048,"170.00,52.00,248.00,120.00","170.60,43.40,243.60,117.40",5304.00,5402.00,0.9819
85min_after_washout_frame_009,same_class_iou_match,rule_56,manual_68,mother_bud_pair,mother_bud_pair,0.7904,"130.00,81.00,198.00,174.00","125.60,86.40,191.60,172.40",6324.00,5676.00,1.1142
85min_after_washout_frame_009,same_class_iou_match,rule_55,manual_69,mother_bud_pair,mother_bud_pair,0.6611,"119.00,55.00,179.00,140.00","111.60,58.40,174.60,158.40",5100.00,6300.00,0.8095
85min_after_washout_frame_019,same_class_iou_match,rule_65,manual_74,mother_bud_pair,mother_bud_pair,0.6775,"121.00,61.00,198.00,110.00","121.66,60.06,188.66,125.07",3773.00,4355.67,0.8662
85min_after_washout_frame_023,same_class_iou_match,rule_70,manual_79,mother_bud_pair,mother_bud_pair,0.9037,"69.00,53.00,121.00,141.00","69.65,52.06,118.66,144.07",4576.00,4509.41,1.0148
85min_after_washout_frame_023,same_class_iou_match,rule_69,manual_80,mother_bud_pair,mother_bud_pair,0.6928,"192.00,80.00,253.00,156.00","176.66,76.06,250.66,151.07",4636.00,5550.74,0.8352
85min_after_washout_frame_008,same_class_iou_match,rule_52,manual_86,mother_bud_pair,mother_bud_pair,0.9163,"43.00,44.00,123.00,105.00","40.65,43.06,119.66,105.07",4880.00,4899.41,0.9960
85min_after_washout_frame_008,same_class_iou_match,rule_50,manual_91,mother_bud_pair,mother_bud_pair,0.8909,"177.00,91.00,230.00,187.00","179.66,88.07,229.66,190.07",5088.00,5100.00,0.9976
Colorado+htb2-GFP_frame_014,same_class_iou_match,rule_93,manual_92,mother_bud_pair,mother_bud_pair,0.7816,"116.00,134.00,160.00,197.00","115.66,136.07,155.66,191.07",2772.00,2200.00,1.2600
Colorado+htb2-GFP_frame_014,same_class_iou_match,rule_97,manual_100,early_bud_pair,early_bud_pair,0.7429,"187.00,145.00,229.00,196.00","184.66,144.07,224.66,190.07",2142.00,1840.00,1.1641
Colorado+htb2-GFP_frame_014,same_class_iou_match,rule_99,manual_106,single_cell,single_cell,0.6355,"211.00,85.00,248.00,122.00","215.66,85.07,244.66,115.07",1369.00,870.00,1.5736
Colorado+htb2-GFP_frame_014,same_class_iou_match,rule_100,manual_105,single_cell,single_cell,0.6153,"106.00,167.00,137.00,200.00","103.66,164.07,133.66,193.07",1023.00,870.00,1.1759
Colorado+htb2-GFP_frame_004,same_class_iou_match,rule_79,manual_118,early_bud_pair,early_bud_pair,0.8428,"219.00,92.00,255.00,158.00","218.66,92.07,252.66,152.07",2376.00,2040.00,1.1647
Colorado+htb2-GFP_frame_004,same_class_iou_match,rule_82,manual_119,early_bud_pair,early_bud_pair,0.7744,"71.00,110.00,118.00,160.00","71.65,109.07,115.66,152.07",2350.00,1892.43,1.2418
Colorado+htb2-GFP_frame_004,same_class_iou_match,rule_73,manual_113,mother_bud_pair,mother_bud_pair,0.6007,"107.00,41.00,150.00,110.00","115.66,42.06,142.66,108.07",2967.00,1782.27,1.6647
Colorado+htb2-GFP_frame_017,same_class_iou_match,rule_108,manual_127,single_cell,single_cell,0.7208,"204.00,94.00,242.00,130.00","205.66,95.07,239.66,124.07",1368.00,986.00,1.3874
Colorado+htb2-GFP_frame_017,same_class_iou_match,rule_105,manual_124,early_bud_pair,early_bud_pair,0.6267,"182.00,33.00,236.00,73.00","191.66,31.06,231.66,68.06",2160.00,1480.00,1.4595
Colorado+htb2-GFP_frame_017,same_class_iou_match,rule_107,manual_129,single_cell,single_cell,0.5633,"97.00,30.00,135.00,71.00","96.66,26.06,127.66,61.06",1558.00,1085.00,1.4359
Colorado+htb2-GFP_frame_017,same_class_iou_match,rule_103,manual_121,mother_bud_pair,mother_bud_pair,0.5136,"154.00,105.00,210.00,172.00","156.66,127.07,203.66,168.07",3752.00,1927.00,1.9471
Colorado+htb2-GFP_frame_005,same_class_iou_match,rule_83,manual_143,mother_bud_pair,mother_bud_pair,0.8618,"171.00,59.00,238.00,110.00","173.66,61.06,237.66,107.07",3417.00,2944.64,1.1604
Colorado+htb2-GFP_frame_005,same_class_iou_match,rule_86,manual_142,mother_bud_pair,mother_bud_pair,0.7839,"137.00,82.00,192.00,137.00","136.66,86.07,185.66,135.07",3025.00,2401.00,1.2599
Colorado+htb2-GFP_frame_005,same_class_iou_match,rule_85,manual_141,mother_bud_pair,mother_bud_pair,0.6806,"39.00,88.00,106.00,122.00","52.65,84.07,103.66,121.07",2278.00,1887.37,1.2070
Colorado+htb2-GFP_frame_005,same_class_iou_match,rule_84,manual_144,mother_bud_pair,mother_bud_pair,0.6742,"173.00,30.00,230.00,75.00","170.66,26.06,226.66,66.06",2565.00,2240.00,1.1451
_ess_dense_frame_015,same_class_iou_match,rule_131,manual_147,mother_bud_pair,mother_bud_pair,0.7881,"171.00,77.00,223.00,132.00","171.66,80.07,217.66,129.07",2860.00,2254.00,1.2689
_ess_dense_frame_015,same_class_iou_match,rule_129,manual_149,mother_bud_pair,mother_bud_pair,0.7054,"211.00,202.00,255.00,255.00","215.66,206.07,250.66,253.07",2332.00,1645.00,1.4176
_ess_dense_frame_015,same_class_iou_match,rule_130,manual_148,mother_bud_pair,mother_bud_pair,0.6557,"4.00,86.00,69.00,147.00","12.65,94.07,62.65,146.07",3965.00,2600.00,1.5250
_ess_dense_frame_007,same_class_iou_match,rule_124,manual_164,early_bud_pair,early_bud_pair,0.9029,"42.00,75.00,97.00,131.00","41.65,74.06,93.66,132.07",3080.00,3017.10,1.0208
_ess_dense_frame_007,same_class_iou_match,rule_121,manual_160,mother_bud_pair,mother_bud_pair,0.5506,"84.00,28.00,138.00,80.00","73.65,21.06,130.66,71.06",2808.00,2850.50,0.9851
_ess_dense_frame_003,same_class_iou_match,rule_116,manual_171,mother_bud_pair,mother_bud_pair,0.6944,"174.00,4.00,218.00,74.00","169.66,9.06,212.66,69.06",3080.00,2580.00,1.1938
_ess_dense_frame_001,same_class_iou_match,rule_111,manual_180,early_bud_pair,early_bud_pair,0.8124,"56.00,21.00,113.00,75.00","56.65,21.06,106.66,71.06",3078.00,2500.50,1.2310
alphafactor_arrest_frame_004,same_class_iou_match,rule_145,manual_184,single_cell,single_cell,0.7558,"92.00,59.00,129.00,99.00","89.66,59.06,126.66,93.07",1480.00,1258.37,1.1761
alphafactor_arrest_frame_004,same_class_iou_match,rule_144,manual_185,single_cell,single_cell,0.5282,"97.00,37.00,131.00,73.00","89.66,33.06,126.66,65.06",1224.00,1184.00,1.0338
alphafactor_arrest_frame_003,same_class_iou_match,rule_139,manual_189,single_cell,single_cell,0.7093,"0.00,102.00,36.00,153.00","2.65,101.07,32.65,146.07",1836.00,1350.00,1.3600
training_1_frame_053,same_class_iou_match,rule_211,manual_260,single_cell,single_cell,0.6711,"22.00,114.00,63.00,150.00","19.65,118.07,54.65,150.07",1476.00,1120.00,1.3179
training_1_frame_053,same_class_iou_match,rule_210,manual_257,early_bud_pair,early_bud_pair,0.5633,"56.00,76.00,110.00,116.00","63.65,77.06,101.66,109.07",2160.00,1216.70,1.7753
training_1_frame_035,same_class_iou_match,rule_197,manual_266,early_bud_pair,early_bud_pair,0.8367,"135.00,51.00,174.00,107.00","133.66,56.06,172.66,106.07",2184.00,1950.39,1.1198
training_1_frame_013,same_class_iou_match,rule_175,manual_272,early_bud_pair,early_bud_pair,0.8667,"152.00,107.00,219.00,148.00","153.66,104.07,215.66,148.07",2747.00,2728.00,1.0070
training_1_frame_013,same_class_iou_match,rule_176,manual_269,single_cell,single_cell,0.7869,"108.00,17.00,147.00,56.00","106.66,14.06,143.66,54.06",1521.00,1480.00,1.0277
training_1_frame_013,same_class_iou_match,rule_177,manual_271,single_cell,single_cell,0.6894,"122.00,97.00,167.00,137.00","116.66,94.07,162.66,133.07",1800.00,1794.00,1.0033
training_1_frame_013,same_class_iou_match,rule_174,manual_273,mother_bud_pair,mother_bud_pair,0.5263,"92.00,107.00,152.00,161.00","93.66,120.07,160.66,175.07",3240.00,3685.00,0.8792
training_1_frame_052,same_class_iou_match,rule_205,manual_274,early_bud_pair,early_bud_pair,0.8827,"4.00,72.00,46.00,109.00","3.65,70.06,47.65,110.07",1554.00,1760.44,0.8827
training_1_frame_052,same_class_iou_match,rule_203,manual_276,mother_bud_pair,mother_bud_pair,0.8155,"100.00,76.00,154.00,131.00","98.66,81.07,149.66,131.07",2970.00,2550.00,1.1647
training_1_frame_047,same_class_iou_match,rule_200,manual_277,mother_bud_pair,mother_bud_pair,0.8727,"29.00,103.00,85.00,150.00","29.65,99.07,84.65,152.07",2632.00,2915.00,0.9029
training_1_frame_047,same_class_iou_match,rule_199,manual_278,mother_bud_pair,mother_bud_pair,0.6878,"136.00,139.00,202.00,179.00","128.66,131.07,195.66,179.07",2640.00,3216.00,0.8209
training_1_frame_024,same_class_iou_match,rule_188,manual_281,early_bud_pair,early_bud_pair,0.8246,"40.00,46.00,93.00,95.00","41.65,42.06,91.66,92.07",2597.00,2501.00,1.0384
training_1_frame_024,same_class_iou_match,rule_190,manual_282,early_bud_pair,early_bud_pair,0.7720,"78.00,126.00,117.00,177.00","78.65,125.07,120.66,170.07",1989.00,1890.45,1.0521
training_1_frame_024,same_class_iou_match,rule_189,manual_283,early_bud_pair,early_bud_pair,0.7073,"205.00,60.00,247.00,117.00","202.66,58.06,244.66,106.07",2394.00,2016.42,1.1873
training_1_frame_008,same_class_iou_match,rule_164,manual_287,mother_bud_pair,mother_bud_pair,0.7415,"42.00,113.00,85.00,175.00","48.65,112.07,85.65,183.07",2666.00,2627.00,1.0148
training_1_frame_008,same_class_iou_match,rule_165,manual_284,early_bud_pair,early_bud_pair,0.7394,"11.00,86.00,62.00,143.00","8.65,77.06,57.65,141.07",2907.00,3136.49,0.9268
training_1_frame_056,same_class_iou_match,rule_213,manual_292,mother_bud_pair,mother_bud_pair,0.8174,"130.00,65.00,186.00,109.00","129.66,64.06,189.66,104.07",2464.00,2400.60,1.0264
training_1_frame_000,same_class_iou_match,rule_162,manual_300,early_bud_pair,early_bud_pair,0.8955,"9.00,65.00,63.00,112.00","8.65,63.06,60.65,113.07",2538.00,2600.52,0.9760
training_1_frame_000,same_class_iou_match,rule_161,manual_298,mother_bud_pair,mother_bud_pair,0.8305,"133.00,63.00,204.00,100.00","131.66,59.06,202.66,102.07",2627.00,3053.71,0.8603
training_1_frame_000,same_class_iou_match,rule_163,manual_299,early_bud_pair,early_bud_pair,0.6843,"113.00,84.00,164.00,144.00","104.66,84.07,156.66,149.07",3060.00,3380.00,0.9053
training_2_frame_092,same_class_iou_match,rule_289,manual_302,early_bud_pair,early_bud_pair,0.8769,"66.00,173.00,112.00,227.00","65.65,170.07,113.66,229.07",2484.00,2832.59,0.8769
training_2_frame_076,same_class_iou_match,rule_270,manual_311,mother_bud_pair,mother_bud_pair,0.8930,"124.00,4.00,168.00,62.00","124.66,5.06,167.66,58.06",2552.00,2279.00,1.1198
training_2_frame_076,same_class_iou_match,rule_269,manual_309,mother_bud_pair,mother_bud_pair,0.8197,"124.00,97.00,185.00,138.00","122.66,91.07,183.66,137.07",2501.00,2806.00,0.8913
training_2_frame_103,same_class_iou_match,rule_297,manual_312,mother_bud_pair,mother_bud_pair,0.8140,"74.00,104.00,116.00,167.00","70.65,103.07,120.66,168.07",2646.00,3250.65,0.8140
training_2_frame_103,same_class_iou_match,rule_299,manual_313,early_bud_pair,early_bud_pair,0.7877,"33.00,60.00,87.00,102.00","30.65,60.06,80.65,99.07",2268.00,1950.50,1.1628
training_2_frame_050,same_class_iou_match,rule_254,manual_319,early_bud_pair,early_bud_pair,0.8654,"125.00,53.00,187.00,94.00","125.66,49.06,185.66,95.07",2542.00,2760.60,0.9208
training_2_frame_050,same_class_iou_match,rule_253,manual_318,early_bud_pair,early_bud_pair,0.8124,"43.00,66.00,91.00,123.00","45.65,63.06,92.66,119.07",2736.00,2633.03,1.0391
training_2_frame_050,same_class_iou_match,rule_251,manual_317,mother_bud_pair,mother_bud_pair,0.7903,"119.00,148.00,181.00,206.00","117.66,142.07,182.66,212.07",3596.00,4550.00,0.7903
training_2_frame_013,same_class_iou_match,rule_229,manual_322,single_cell,single_cell,0.8715,"209.00,129.00,245.00,166.00","209.66,125.07,245.66,166.07",1332.00,1476.00,0.9024
training_2_frame_013,same_class_iou_match,rule_228,manual_323,mother_bud_pair,mother_bud_pair,0.8148,"26.00,62.00,77.00,124.00","26.65,65.06,71.65,126.07",3162.00,2745.45,1.1517
training_2_frame_013,same_class_iou_match,rule_227,manual_324,mother_bud_pair,mother_bud_pair,0.7561,"127.00,53.00,193.00,96.00","121.66,47.06,190.66,98.07",2838.00,3519.69,0.8063
training_2_frame_013,same_class_iou_match,rule_225,manual_325,mother_bud_pair,mother_bud_pair,0.6540,"177.00,103.00,236.00,162.00","171.66,106.07,225.66,169.07",3481.00,3402.00,1.0232
training_2_frame_100,same_class_iou_match,rule_296,manual_327,mother_bud_pair,mother_bud_pair,0.8345,"11.00,218.00,68.00,255.00","12.65,219.07,67.65,251.07",2109.00,1760.00,1.1983
training_2_frame_100,same_class_iou_match,rule_293,manual_326,mother_bud_pair,mother_bud_pair,0.6934,"120.00,87.00,177.00,139.00","118.66,68.06,175.66,140.07",2964.00,4104.57,0.7221
training_2_frame_084,same_class_iou_match,rule_279,manual_340,mother_bud_pair,mother_bud_pair,0.8929,"28.00,118.00,76.00,179.00","26.65,116.07,75.65,182.07",2928.00,3234.00,0.9054
training_2_frame_069,same_class_iou_match,rule_267,manual_347,mother_bud_pair,mother_bud_pair,0.8458,"75.00,120.00,123.00,186.00","73.65,114.07,121.66,188.07",3168.00,3552.74,0.8917
training_2_frame_060,same_class_iou_match,rule_258,manual_348,mother_bud_pair,mother_bud_pair,0.8948,"71.00,124.00,110.00,184.00","69.65,127.07,109.66,185.07",2340.00,2320.58,1.0084
training_2_frame_060,same_class_iou_match,rule_260,manual_349,early_bud_pair,early_bud_pair,0.7843,"140.00,10.00,174.00,58.00","132.66,12.06,173.66,58.06",1632.00,1886.00,0.8653
training_2_frame_060,same_class_iou_match,rule_261,manual_350,early_bud_pair,early_bud_pair,0.7839,"70.00,61.00,117.00,103.00","69.65,59.06,117.66,96.07",1974.00,1776.85,1.1110
training_2_frame_048,same_class_iou_match,rule_247,manual_355,mother_bud_pair,mother_bud_pair,0.8953,"90.00,62.00,147.00,106.00","87.65,61.06,146.66,104.07",2508.00,2538.02,0.9882
training_2_frame_048,same_class_iou_match,rule_250,manual_356,early_bud_pair,early_bud_pair,0.8316,"37.00,87.00,73.00,142.00","33.65,88.07,74.65,144.07",1980.00,2296.00,0.8624
training_2_frame_048,same_class_iou_match,rule_249,manual_357,early_bud_pair,early_bud_pair,0.7998,"156.00,66.00,205.00,102.00","159.66,65.06,201.66,104.07",1764.00,1638.42,1.0766
training_2_frame_029,same_class_iou_match,rule_238,manual_358,early_bud_pair,early_bud_pair,0.7877,"115.00,89.00,153.00,137.00","110.66,86.07,151.66,135.07",1824.00,2009.00,0.9079
training_2_frame_019,same_class_iou_match,rule_230,manual_360,mother_bud_pair,mother_bud_pair,0.9357,"122.00,36.00,178.00,117.00","120.66,36.06,177.66,114.07",4536.00,4446.57,1.0201
training_2_frame_019,same_class_iou_match,rule_232,manual_361,early_bud_pair,early_bud_pair,0.7884,"62.00,76.00,119.00,117.00","59.65,73.06,115.66,114.07",2337.00,2296.97,1.0174
training_2_frame_002,same_class_iou_match,rule_221,manual_368,early_bud_pair,early_bud_pair,0.8746,"0.00,53.00,46.00,115.00","0.65,53.06,43.65,111.07",2852.00,2494.43,1.1433
training_2_frame_002,same_class_iou_match,rule_219,manual_367,mother_bud_pair,mother_bud_pair,0.8425,"177.00,55.00,233.00,110.00","175.66,53.06,228.66,108.07",3080.00,2915.53,1.0564
training_2_frame_002,same_class_iou_match,rule_218,manual_366,mother_bud_pair,mother_bud_pair,0.8232,"149.00,87.00,210.00,140.00","145.66,85.07,204.66,139.07",3233.00,3186.00,1.0148
training_2_frame_105,same_class_iou_match,rule_304,manual_370,early_bud_pair,early_bud_pair,0.8443,"139.00,105.00,175.00,165.00","140.66,102.07,176.66,163.07",2160.00,2196.00,0.9836
training_2_frame_105,same_class_iou_match,rule_303,manual_372,mother_bud_pair,mother_bud_pair,0.7953,"112.00,47.00,148.00,107.00","110.66,49.06,152.66,104.07",2160.00,2310.42,0.9349
training_2_frame_105,same_class_iou_match,rule_302,manual_371,mother_bud_pair,mother_bud_pair,0.7071,"80.00,104.00,140.00,153.00","78.65,108.07,135.66,146.07",2940.00,2166.38,1.3571
training_2_frame_081,same_class_iou_match,rule_275,manual_374,mother_bud_pair,mother_bud_pair,0.8992,"138.00,0.00,190.00,56.00","137.66,2.06,188.66,54.06",2912.00,2652.00,1.0980
training_2_frame_081,same_class_iou_match,rule_276,manual_375,mother_bud_pair,mother_bud_pair,0.7795,"23.00,0.00,83.00,44.00","19.65,0.06,77.65,49.06",2640.00,2842.00,0.9289
training_2_frame_081,same_class_iou_match,rule_277,manual_373,mother_bud_pair,mother_bud_pair,0.7308,"109.00,153.00,170.00,199.00","111.66,151.07,164.66,207.07",2806.00,2968.00,0.9454
training_2_frame_064,same_class_iou_match,rule_264,manual_378,early_bud_pair,early_bud_pair,0.9044,"96.00,42.00,151.00,87.00","94.66,40.06,151.66,88.07",2475.00,2736.57,0.9044
training_2_frame_064,same_class_iou_match,rule_262,manual_376,mother_bud_pair,mother_bud_pair,0.5412,"88.00,116.00,162.00,165.00","112.66,103.07,160.66,167.07",3626.00,3072.00,1.1803
training_2_frame_064,same_class_iou_match,rule_263,manual_377,mother_bud_pair,mother_bud_pair,0.5051,"87.00,96.00,144.00,156.00","84.65,103.07,122.66,161.07",3420.00,2204.58,1.5513
training_2_frame_046,same_class_iou_match,rule_246,manual_381,early_bud_pair,early_bud_pair,0.8236,"158.00,53.00,207.00,91.00","151.66,53.06,204.66,90.07",1862.00,1961.53,0.9493
training_2_frame_033,same_class_iou_match,rule_243,manual_387,mother_bud_pair,mother_bud_pair,0.6788,"29.00,113.00,72.00,169.00","18.65,112.07,68.65,164.07",2408.00,2600.00,0.9262
training_2_frame_024,same_class_iou_match,rule_235,manual_390,early_bud_pair,early_bud_pair,0.7228,"96.00,62.00,135.00,112.00","98.66,57.06,138.66,108.07",1950.00,2040.40,0.9557
training_2_frame_024,same_class_iou_match,rule_234,manual_389,early_bud_pair,early_bud_pair,0.6807,"107.00,120.00,143.00,172.00","95.66,117.07,145.66,172.07",1872.00,2750.00,0.6807
training_2_frame_012,same_class_iou_match,rule_222,manual_392,mother_bud_pair,mother_bud_pair,0.8203,"107.00,8.00,169.00,75.00","102.66,7.06,163.66,73.06",4154.00,4026.00,1.0318
training_2_frame_112,same_class_iou_match,rule_306,manual_397,mother_bud_pair,mother_bud_pair,0.8067,"158.00,89.00,213.00,136.00","155.66,86.07,212.66,131.07",2585.00,2565.00,1.0078
training_2_frame_112,same_class_iou_match,rule_305,manual_396,mother_bud_pair,mother_bud_pair,0.7617,"78.00,51.00,141.00,93.00","72.65,49.06,134.66,91.07",2646.00,2605.04,1.0157
training_2_frame_059,same_class_iou_match,rule_257,manual_398,mother_bud_pair,mother_bud_pair,0.6797,"97.00,160.00,138.00,224.00","91.66,164.07,133.66,218.07",2624.00,2268.00,1.1570
