image_id,class_name,x1,y1,x2,y2,source,review_status,notes
60min_after_washout_frame_014,single_cell,30.60,58.40,57.60,90.40,manual_review_app,reviewed,
60min_after_washout_frame_014,single_cell,58.60,106.40,91.60,140.40,manual_review_app,reviewed,
60min_after_washout_frame_014,mother_bud_pair,158.60,109.40,211.60,174.40,manual_review_app,reviewed,
60min_after_washout_frame_015,mother_bud_pair,36.60,103.40,89.60,161.40,manual_review_app,reviewed,
60min_after_washout_frame_015,mother_bud_pair,87.60,84.40,128.60,153.40,manual_review_app,reviewed,
60min_after_washout_frame_015,mother_bud_pair,183.60,77.40,234.60,141.40,manual_review_app,reviewed,
60min_after_washout_frame_015,early_bud_pair,41.60,53.40,80.60,96.40,manual_review_app,reviewed,
60min_after_washout_frame_015,early_bud_pair,75.60,45.40,124.60,100.40,manual_review_app,reviewed,
60min_after_washout_frame_015,early_bud_pair,190.60,47.40,245.60,90.40,manual_review_app,reviewed,
60min_after_washout_frame_015,early_bud_pair,72.60,135.40,108.60,186.40,manual_review_app,reviewed,
60min_after_washout_frame_013,mother_bud_pair,26.60,95.40,108.60,157.40,manual_review_app,reviewed,
60min_after_washout_frame_013,mother_bud_pair,28.60,62.40,98.60,113.40,manual_review_app,reviewed,
60min_after_washout_frame_013,mother_bud_pair,108.60,83.40,132.60,157.40,manual_review_app,reviewed,
60min_after_washout_frame_013,mother_bud_pair,127.60,110.40,192.60,180.40,manual_review_app,reviewed,
60min_after_washout_frame_013,single_cell,123.60,101.40,157.60,134.40,manual_review_app,reviewed,
60min_after_washout_frame_013,single_cell,69.60,164.40,105.60,203.40,manual_review_app,reviewed,
85min_after_washout_frame_006,mother_bud_pair,26.60,53.40,92.60,105.40,manual_review_app,reviewed,
85min_after_washout_frame_006,mother_bud_pair,44.60,70.40,117.60,133.40,manual_review_app,reviewed,
85min_after_washout_frame_006,mother_bud_pair,37.60,163.40,91.60,234.40,manual_review_app,reviewed,
85min_after_washout_frame_006,mother_bud_pair,3.60,128.40,85.60,185.40,manual_review_app,reviewed,
85min_after_washout_frame_006,mother_bud_pair,183.60,92.40,253.60,152.40,manual_review_app,reviewed,
85min_after_washout_frame_006,mother_bud_pair,154.60,161.40,212.60,233.40,manual_review_app,reviewed,
85min_after_washout_frame_006,mother_bud_pair,107.60,145.40,174.60,181.40,manual_review_app,reviewed,
85min_after_washout_frame_006,single_cell,139.60,40.40,182.60,71.40,manual_review_app,reviewed,
85min_after_washout_frame_006,single_cell,126.60,82.40,154.60,117.40,manual_review_app,reviewed,
85min_after_washout_frame_006,single_cell,111.60,113.40,146.60,147.40,manual_review_app,reviewed,
85min_after_washout_frame_006,early_bud_pair,111.60,53.40,168.60,104.40,manual_review_app,reviewed,
85min_after_washout_frame_009,single_cell,76.60,40.40,112.60,86.40,manual_review_app,reviewed,
85min_after_washout_frame_009,single_cell,100.60,64.40,135.60,139.40,manual_review_app,reviewed,
85min_after_washout_frame_009,mother_bud_pair,170.60,43.40,243.60,117.40,manual_review_app,reviewed,
85min_after_washout_frame_009,mother_bud_pair,125.60,86.40,191.60,172.40,manual_review_app,reviewed,
85min_after_washout_frame_009,mother_bud_pair,111.60,58.40,174.60,158.40,manual_review_app,reviewed,
85min_after_washout_frame_009,mother_bud_pair,45.60,165.40,138.60,244.40,manual_review_app,reviewed,
85min_after_washout_frame_019,mother_bud_pair,0.60,55.40,62.60,113.40,manual_review_app,reviewed,
85min_after_washout_frame_019,mother_bud_pair,70.60,115.40,121.60,232.40,manual_review_app,reviewed,
85min_after_washout_frame_019,early_bud_pair,58.65,35.06,111.66,72.06,manual_review_app,reviewed,
85min_after_washout_frame_019,mother_bud_pair,121.66,60.06,188.66,125.07,manual_review_app,reviewed,
85min_after_washout_frame_019,early_bud_pair,187.66,92.07,225.66,130.07,manual_review_app,reviewed,
85min_after_washout_frame_019,early_bud_pair,198.66,43.06,244.66,93.07,manual_review_app,reviewed,
85min_after_washout_frame_019,early_bud_pair,84.65,55.06,128.66,124.07,manual_review_app,reviewed,
85min_after_washout_frame_019,early_bud_pair,123.66,91.07,164.66,129.07,manual_review_app,reviewed,
85min_after_washout_frame_023,mother_bud_pair,69.65,52.06,118.66,144.07,manual_review_app,reviewed,
85min_after_washout_frame_023,mother_bud_pair,176.66,76.06,250.66,151.07,manual_review_app,reviewed,
85min_after_washout_frame_023,early_bud_pair,117.66,137.07,179.66,180.07,manual_review_app,reviewed,
85min_after_washout_frame_023,early_bud_pair,163.66,114.07,221.66,164.07,manual_review_app,reviewed,
85min_after_washout_frame_023,early_bud_pair,131.66,78.06,163.66,113.07,manual_review_app,reviewed,
85min_after_washout_frame_023,early_bud_pair,155.66,97.07,198.66,136.07,manual_review_app,reviewed,
85min_after_washout_frame_023,early_bud_pair,20.65,37.06,72.65,106.07,manual_review_app,reviewed,
85min_after_washout_frame_008,mother_bud_pair,40.65,43.06,119.66,105.07,manual_review_app,reviewed,
85min_after_washout_frame_008,single_cell,85.65,106.07,136.66,149.07,manual_review_app,reviewed,
85min_after_washout_frame_008,single_cell,80.65,142.07,123.66,180.07,manual_review_app,reviewed,
85min_after_washout_frame_008,single_cell,123.66,156.07,168.66,194.07,manual_review_app,reviewed,
85min_after_washout_frame_008,single_cell,123.66,108.07,187.66,174.07,manual_review_app,reviewed,
85min_after_washout_frame_008,mother_bud_pair,179.66,88.07,229.66,190.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,mother_bud_pair,115.66,136.07,155.66,191.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,mother_bud_pair,159.66,44.06,218.66,75.06,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,mother_bud_pair,91.66,67.06,129.66,124.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,single_cell,15.65,116.07,43.65,141.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,single_cell,114.66,197.07,143.66,230.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,mother_bud_pair,139.66,54.06,189.66,109.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,single_cell,158.66,15.06,190.66,47.06,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,early_bud_pair,187.66,94.07,231.66,140.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,early_bud_pair,184.66,144.07,224.66,190.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,early_bud_pair,123.66,84.07,172.66,137.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,early_bud_pair,67.65,59.06,101.66,115.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,early_bud_pair,68.65,133.07,120.66,168.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,early_bud_pair,24.65,126.07,72.65,166.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,single_cell,103.66,164.07,133.66,193.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,single_cell,215.66,85.07,244.66,115.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_014,single_cell,192.66,63.06,227.66,96.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,single_cell,164.66,107.07,200.66,140.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,single_cell,153.66,132.07,192.66,172.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,single_cell,89.66,99.07,113.66,126.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,single_cell,68.65,77.06,98.66,105.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,mother_bud_pair,56.65,18.06,108.66,59.06,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,mother_bud_pair,115.66,42.06,142.66,108.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,mother_bud_pair,18.65,97.07,81.65,132.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,mother_bud_pair,5.65,63.06,63.65,104.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,mother_bud_pair,135.66,90.07,165.66,146.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,early_bud_pair,142.66,50.06,170.66,92.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,early_bud_pair,218.66,92.07,252.66,152.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,early_bud_pair,71.65,109.07,115.66,152.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_004,mother_bud_pair,85.65,96.07,141.66,142.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,mother_bud_pair,156.66,127.07,203.66,168.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,early_bud_pair,75.65,111.07,117.66,155.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,early_bud_pair,132.66,113.07,162.66,168.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,early_bud_pair,191.66,31.06,231.66,68.06,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,early_bud_pair,158.66,45.06,194.66,98.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,mother_bud_pair,187.66,55.06,218.66,110.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,single_cell,205.66,95.07,239.66,124.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,single_cell,169.66,103.07,208.66,140.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,single_cell,96.66,26.06,127.66,61.06,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,single_cell,113.66,47.06,143.66,83.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,single_cell,138.66,39.06,164.66,74.06,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,single_cell,125.66,74.06,163.66,104.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_017,single_cell,100.66,83.07,143.66,133.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,single_cell,43.65,25.06,85.65,67.06,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,single_cell,6.65,53.06,39.65,86.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,single_cell,185.66,92.07,215.66,124.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,single_cell,101.66,134.07,131.66,163.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,single_cell,133.66,127.07,170.66,167.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,single_cell,55.65,112.07,89.66,139.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,mother_bud_pair,2.65,70.06,57.65,111.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,mother_bud_pair,52.65,84.07,103.66,121.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,mother_bud_pair,136.66,86.07,185.66,135.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,mother_bud_pair,173.66,61.06,237.66,107.07,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,mother_bud_pair,170.66,26.06,226.66,66.06,manual_review_app,reviewed,
Colorado+htb2-GFP_frame_005,single_cell,159.66,205.07,192.66,237.07,manual_review_app,reviewed,
_ess_dense_frame_015,early_bud_pair,77.65,47.06,132.66,91.07,manual_review_app,reviewed,
_ess_dense_frame_015,mother_bud_pair,171.66,80.07,217.66,129.07,manual_review_app,reviewed,
_ess_dense_frame_015,mother_bud_pair,12.65,94.07,62.65,146.07,manual_review_app,reviewed,
_ess_dense_frame_015,mother_bud_pair,215.66,206.07,250.66,253.07,manual_review_app,reviewed,
_ess_dense_frame_015,single_cell,89.66,99.07,118.66,128.07,manual_review_app,reviewed,
_ess_dense_frame_015,single_cell,100.66,75.06,135.66,109.07,manual_review_app,reviewed,
_ess_dense_frame_015,single_cell,117.66,92.07,151.66,129.07,manual_review_app,reviewed,
_ess_dense_frame_015,single_cell,75.65,119.07,114.66,151.07,manual_review_app,reviewed,
_ess_dense_frame_015,single_cell,83.65,146.07,114.66,179.07,manual_review_app,reviewed,
_ess_dense_frame_015,single_cell,2.65,81.07,27.65,105.07,manual_review_app,reviewed,
_ess_dense_frame_015,single_cell,18.65,61.06,49.65,99.07,manual_review_app,reviewed,
_ess_dense_frame_007,single_cell,158.66,82.07,188.66,118.07,manual_review_app,reviewed,
_ess_dense_frame_007,single_cell,139.66,30.06,168.66,68.06,manual_review_app,reviewed,
_ess_dense_frame_007,single_cell,203.66,213.07,244.66,254.07,manual_review_app,reviewed,
_ess_dense_frame_007,mother_bud_pair,73.65,21.06,130.66,71.06,manual_review_app,reviewed,
_ess_dense_frame_007,single_cell,96.66,82.07,132.66,122.07,manual_review_app,reviewed,
_ess_dense_frame_007,single_cell,124.66,56.06,158.66,96.07,manual_review_app,reviewed,
_ess_dense_frame_007,single_cell,154.66,55.06,191.66,96.07,manual_review_app,reviewed,
_ess_dense_frame_007,early_bud_pair,41.65,74.06,93.66,132.07,manual_review_app,reviewed,
_ess_dense_frame_003,early_bud_pair,66.65,62.06,107.66,108.07,manual_review_app,reviewed,
_ess_dense_frame_003,early_bud_pair,152.66,97.07,193.66,152.07,manual_review_app,reviewed,
_ess_dense_frame_003,early_bud_pair,94.66,116.07,131.66,174.07,manual_review_app,reviewed,
_ess_dense_frame_003,early_bud_pair,10.65,98.07,53.65,152.07,manual_review_app,reviewed,
_ess_dense_frame_003,single_cell,54.65,195.07,97.66,237.07,manual_review_app,reviewed,
_ess_dense_frame_003,mother_bud_pair,101.66,61.06,158.66,130.07,manual_review_app,reviewed,
_ess_dense_frame_003,mother_bud_pair,169.66,9.06,212.66,69.06,manual_review_app,reviewed,
_ess_dense_frame_003,mother_bud_pair,200.66,26.06,234.66,84.07,manual_review_app,reviewed,
_ess_dense_frame_003,single_cell,14.65,136.07,47.65,181.07,manual_review_app,reviewed,
_ess_dense_frame_003,single_cell,39.65,123.07,67.65,160.07,manual_review_app,reviewed,
_ess_dense_frame_003,single_cell,184.66,112.07,217.66,154.07,manual_review_app,reviewed,
_ess_dense_frame_001,single_cell,186.66,202.07,227.66,243.07,manual_review_app,reviewed,
_ess_dense_frame_001,single_cell,39.65,85.07,78.65,127.07,manual_review_app,reviewed,
_ess_dense_frame_001,single_cell,67.65,72.06,102.66,110.07,manual_review_app,reviewed,
_ess_dense_frame_001,single_cell,112.66,111.07,146.66,157.07,manual_review_app,reviewed,
_ess_dense_frame_001,early_bud_pair,56.65,21.06,106.66,71.06,manual_review_app,reviewed,
_ess_dense_frame_001,early_bud_pair,177.66,97.07,232.66,153.07,manual_review_app,reviewed,
_ess_dense_frame_001,early_bud_pair,62.65,112.07,114.66,161.07,manual_review_app,reviewed,
alphafactor_arrest_frame_004,early_bud_pair,117.66,57.06,173.66,110.07,manual_review_app,reviewed,
alphafactor_arrest_frame_004,single_cell,89.66,59.06,126.66,93.07,manual_review_app,reviewed,
alphafactor_arrest_frame_004,single_cell,89.66,33.06,126.66,65.06,manual_review_app,reviewed,
alphafactor_arrest_frame_004,single_cell,82.65,116.07,131.66,161.07,manual_review_app,reviewed,
alphafactor_arrest_frame_004,single_cell,105.66,99.07,149.66,152.07,manual_review_app,reviewed,
alphafactor_arrest_frame_004,single_cell,141.66,108.07,180.66,141.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,2.65,101.07,32.65,146.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,101.66,134.07,144.66,177.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,112.66,158.07,158.66,203.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,100.66,12.06,137.66,51.06,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,150.66,43.06,184.66,74.06,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,156.66,71.06,199.66,108.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,213.66,75.06,239.66,107.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,85.65,71.06,133.66,115.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,109.66,99.07,149.66,136.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,114.66,63.06,163.66,101.07,manual_review_app,reviewed,
alphafactor_arrest_frame_003,single_cell,94.66,34.06,131.66,69.06,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,69.65,42.06,109.66,76.06,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,106.66,36.06,145.66,96.07,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,51.65,86.07,89.66,137.07,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,66.65,102.07,97.66,133.07,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,63.65,127.07,122.66,171.07,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,96.66,95.07,148.66,142.07,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,166.66,116.07,198.66,155.07,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,182.66,45.06,211.66,74.06,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,192.66,64.06,231.66,105.07,manual_review_app,reviewed,
alphafactor_arrest_frame_009,single_cell,156.66,78.06,200.66,127.07,manual_review_app,reviewed,
alphafactor_arrest_frame_009,early_bud_pair,138.66,63.06,176.66,118.07,manual_review_app,reviewed,
alphafactor_arrest_frame_017,single_cell,71.65,100.07,111.66,132.07,manual_review_app,reviewed,
alphafactor_arrest_frame_017,single_cell,44.65,56.06,92.66,116.07,manual_review_app,reviewed,
alphafactor_arrest_frame_017,single_cell,131.66,70.06,190.66,111.07,manual_review_app,reviewed,
alphafactor_arrest_frame_017,single_cell,138.66,97.07,178.66,134.07,manual_review_app,reviewed,
alphafactor_arrest_frame_017,single_cell,123.66,121.07,172.66,169.07,manual_review_app,reviewed,
alphafactor_arrest_frame_017,single_cell,186.66,129.07,211.66,172.07,manual_review_app,reviewed,
alphafactor_arrest_frame_017,single_cell,201.66,108.07,246.66,164.07,manual_review_app,reviewed,
alphafactor_arrest_frame_017,single_cell,169.66,3.06,221.66,49.06,manual_review_app,reviewed,
alphafactor_arrest_frame_011,single_cell,22.65,108.07,69.65,153.07,manual_review_app,reviewed,
alphafactor_arrest_frame_011,single_cell,141.66,167.07,194.66,213.07,manual_review_app,reviewed,
alphafactor_arrest_frame_011,single_cell,152.66,67.06,196.66,116.07,manual_review_app,reviewed,
alphafactor_arrest_frame_011,single_cell,118.66,100.07,167.66,142.07,manual_review_app,reviewed,
alphafactor_arrest_frame_011,single_cell,89.66,63.06,143.66,96.07,manual_review_app,reviewed,
alphafactor_arrest_frame_011,single_cell,127.66,74.06,161.66,118.07,manual_review_app,reviewed,
alphafactor_arrest_frame_011,single_cell,69.65,113.07,108.66,146.07,manual_review_app,reviewed,
alphafactor_arrest_frame_011,single_cell,78.65,79.07,124.66,140.07,manual_review_app,reviewed,
alphafactor_arrest_frame_008,single_cell,9.65,137.07,54.65,195.07,manual_review_app,reviewed,
alphafactor_arrest_frame_008,single_cell,57.65,128.07,96.66,191.07,manual_review_app,reviewed,
alphafactor_arrest_frame_008,single_cell,86.65,42.06,123.66,89.07,manual_review_app,reviewed,
alphafactor_arrest_frame_008,single_cell,85.65,86.07,122.66,123.07,manual_review_app,reviewed,
alphafactor_arrest_frame_008,single_cell,106.66,90.07,143.66,140.07,manual_review_app,reviewed,
alphafactor_arrest_frame_008,single_cell,131.66,63.06,167.66,114.07,manual_review_app,reviewed,
training_1_frame_017,single_cell,124.66,47.06,154.66,69.06,manual_review_app,reviewed,
training_1_frame_017,single_cell,133.66,60.06,167.66,92.07,manual_review_app,reviewed,
training_1_frame_017,single_cell,191.66,36.06,231.66,70.06,manual_review_app,reviewed,
training_1_frame_017,single_cell,139.66,137.07,179.66,176.07,manual_review_app,reviewed,
training_1_frame_017,single_cell,108.66,114.07,138.66,144.07,manual_review_app,reviewed,
training_1_frame_017,single_cell,33.65,94.07,70.65,121.07,manual_review_app,reviewed,
training_1_frame_017,mother_bud_pair,21.65,62.06,92.66,103.07,manual_review_app,reviewed,
training_1_frame_017,mother_bud_pair,14.65,105.07,73.65,161.07,manual_review_app,reviewed,
training_1_frame_017,mother_bud_pair,78.65,137.07,127.66,193.07,manual_review_app,reviewed,
training_1_frame_017,mother_bud_pair,164.66,113.07,218.66,149.07,manual_review_app,reviewed,
training_1_frame_017,early_bud_pair,79.65,15.06,143.66,55.06,manual_review_app,reviewed,
training_1_frame_017,early_bud_pair,166.66,5.06,226.66,45.06,manual_review_app,reviewed,
training_1_frame_017,single_cell,170.66,78.06,214.66,112.07,manual_review_app,reviewed,
training_1_frame_017,single_cell,146.66,77.06,180.66,116.07,manual_review_app,reviewed,
training_1_frame_017,single_cell,10.65,147.07,34.65,192.07,manual_review_app,reviewed,
training_1_frame_017,single_cell,28.65,141.07,64.65,185.07,manual_review_app,reviewed,
training_1_frame_011,single_cell,194.66,91.07,230.66,129.07,manual_review_app,reviewed,
training_1_frame_011,single_cell,163.66,78.06,202.66,117.07,manual_review_app,reviewed,
training_1_frame_011,single_cell,107.66,29.06,145.66,63.06,manual_review_app,reviewed,
training_1_frame_011,single_cell,82.65,121.07,119.66,150.07,manual_review_app,reviewed,
training_1_frame_011,mother_bud_pair,115.66,111.07,192.66,153.07,manual_review_app,reviewed,
training_1_frame_011,early_bud_pair,127.66,53.06,173.66,103.07,manual_review_app,reviewed,
training_1_frame_053,early_bud_pair,135.66,47.06,189.66,88.07,manual_review_app,reviewed,
training_1_frame_053,early_bud_pair,53.65,99.07,89.66,162.07,manual_review_app,reviewed,
training_1_frame_053,early_bud_pair,63.65,77.06,101.66,109.07,manual_review_app,reviewed,
training_1_frame_053,early_bud_pair,146.66,84.07,189.66,135.07,manual_review_app,reviewed,
training_1_frame_053,single_cell,124.66,94.07,159.66,135.07,manual_review_app,reviewed,
training_1_frame_053,single_cell,19.65,118.07,54.65,150.07,manual_review_app,reviewed,
training_1_frame_053,single_cell,31.65,89.07,68.65,128.07,manual_review_app,reviewed,
training_1_frame_035,single_cell,68.65,21.06,118.66,63.06,manual_review_app,reviewed,
training_1_frame_035,single_cell,103.66,20.06,153.66,64.06,manual_review_app,reviewed,
training_1_frame_035,single_cell,173.66,117.07,213.66,161.07,manual_review_app,reviewed,
training_1_frame_035,single_cell,118.66,93.07,153.66,126.07,manual_review_app,reviewed,
training_1_frame_035,early_bud_pair,133.66,56.06,172.66,106.07,manual_review_app,reviewed,
training_1_frame_035,early_bud_pair,137.66,94.07,174.66,154.07,manual_review_app,reviewed,
training_1_frame_035,mother_bud_pair,180.66,89.07,238.66,148.07,manual_review_app,reviewed,
training_1_frame_013,single_cell,106.66,14.06,143.66,54.06,manual_review_app,reviewed,
training_1_frame_013,single_cell,91.66,106.07,127.66,133.07,manual_review_app,reviewed,
training_1_frame_013,single_cell,116.66,94.07,162.66,133.07,manual_review_app,reviewed,
training_1_frame_013,early_bud_pair,153.66,104.07,215.66,148.07,manual_review_app,reviewed,
training_1_frame_013,mother_bud_pair,93.66,120.07,160.66,175.07,manual_review_app,reviewed,
training_1_frame_052,early_bud_pair,3.65,70.06,47.65,110.07,manual_review_app,reviewed,
training_1_frame_052,mother_bud_pair,119.66,36.06,184.66,116.07,manual_review_app,reviewed,
training_1_frame_052,mother_bud_pair,98.66,81.07,149.66,131.07,manual_review_app,reviewed,
training_1_frame_047,mother_bud_pair,29.65,99.07,84.65,152.07,manual_review_app,reviewed,
training_1_frame_047,mother_bud_pair,128.66,131.07,195.66,179.07,manual_review_app,reviewed,
training_1_frame_047,single_cell,183.66,104.07,229.66,134.07,manual_review_app,reviewed,
training_1_frame_047,mother_bud_pair,129.66,90.07,195.66,131.07,manual_review_app,reviewed,
training_1_frame_024,early_bud_pair,41.65,42.06,91.66,92.07,manual_review_app,reviewed,
training_1_frame_024,early_bud_pair,78.65,125.07,120.66,170.07,manual_review_app,reviewed,
training_1_frame_024,early_bud_pair,202.66,58.06,244.66,106.07,manual_review_app,reviewed,
training_1_frame_008,early_bud_pair,8.65,77.06,57.65,141.07,manual_review_app,reviewed,
