image_id,comparison_type,rule_id,manual_id,rule_class,manual_class,iou,rule_box,manual_box,rule_area_px2,manual_area_px2,area_ratio_rule_over_manual,notes
45min_after_washout_frame_010,manual_only_missed_by_rule,,manual_25,,single_cell,,,"164.60,122.40,199.60,161.40",,1365.00,,No rule box matched this manual box at IoU threshold.
45min_after_washout_frame_004,same_class_box_match,rule_9,manual_28,early_bud_pair,early_bud_pair,0.8732,"67.00,84.00,121.00,145.00","65.60,80.40,118.60,144.40",3294.00,3392.00,0.9711,
45min_after_washout_frame_004,same_class_box_match,rule_10,manual_30,early_bud_pair,early_bud_pair,0.7526,"151.00,68.00,221.00,115.00","158.60,63.40,220.60,111.40",3290.00,2976.00,1.1055,
45min_after_washout_frame_004,rule_only_or_bad_box,rule_8,,mother_bud_pair,,,"119.00,86.00,187.00,146.00",,4080.00,,,No manual box matched this rule box at IoU threshold.
45min_after_washout_frame_004,manual_only_missed_by_rule,,manual_26,,single_cell,,,"140.60,51.40,185.60,85.40",,1530.00,,No rule box matched this manual box at IoU threshold.
45min_after_washout_frame_004,manual_only_missed_by_rule,,manual_27,,single_cell,,,"144.60,114.40,187.60,146.40",,1376.00,,No rule box matched this manual box at IoU threshold.
45min_after_washout_frame_004,manual_only_missed_by_rule,,manual_29,,early_bud_pair,,,"116.60,88.40,155.60,156.40",,2652.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_014,same_class_box_match,rule_28,manual_32,mother_bud_pair,mother_bud_pair,0.8289,"93.00,113.00,169.00,160.00","94.60,114.40,166.60,165.40",3572.00,3672.00,0.9728,
60min_after_washout_frame_014,same_class_box_match,rule_30,manual_36,mother_bud_pair,mother_bud_pair,0.7867,"154.00,56.00,192.00,129.00","156.60,52.40,192.60,121.40",2774.00,2484.00,1.1167,
60min_after_washout_frame_014,same_class_box_match,rule_29,manual_33,mother_bud_pair,mother_bud_pair,0.6476,"103.00,57.00,163.00,129.00","96.60,54.40,158.60,113.40",4320.00,3658.00,1.1810,
60min_after_washout_frame_014,same_class_box_match,rule_27,manual_35,mother_bud_pair,mother_bud_pair,0.6064,"12.00,79.00,82.00,117.00","14.60,75.40,71.60,129.40",2660.00,3078.00,0.8642,
60min_after_washout_frame_014,rule_only_or_bad_box,rule_26,,mother_bud_pair,,,"16.00,30.00,84.00,94.00",,4352.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_014,rule_only_or_bad_box,rule_31,,early_bud_pair,,,"75.00,80.00,135.00,135.00",,3300.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_014,rule_only_or_bad_box,rule_32,,early_bud_pair,,,"186.00,216.00,225.00,255.00",,1521.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_014,rule_only_or_bad_box,rule_33,,single_cell,,,"0.00,26.00,32.00,67.00",,1312.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_014,manual_only_missed_by_rule,,manual_31,,mother_bud_pair,,,"1.60,25.40,66.60,68.40",,2795.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_014,manual_only_missed_by_rule,,manual_34,,mother_bud_pair,,,"50.60,50.40,106.60,115.40",,3640.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_014,manual_only_missed_by_rule,,manual_37,,single_cell,,,"3.60,58.40,37.60,91.40",,1122.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_014,manual_only_missed_by_rule,,manual_38,,single_cell,,,"30.60,58.40,57.60,90.40",,864.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_014,manual_only_missed_by_rule,,manual_39,,single_cell,,,"58.60,106.40,91.60,140.40",,1122.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_014,manual_only_missed_by_rule,,manual_40,,mother_bud_pair,,,"158.60,109.40,211.60,174.40",,3445.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_015,same_class_box_match,rule_35,manual_42,mother_bud_pair,mother_bud_pair,0.7972,"85.00,88.00,133.00,155.00","87.60,84.40,128.60,153.40",3216.00,2829.00,1.1368,
60min_after_washout_frame_015,same_class_box_match,rule_40,manual_47,early_bud_pair,early_bud_pair,0.7571,"71.00,134.00,113.00,181.00","72.60,135.40,108.60,186.40",1974.00,1836.00,1.0752,
60min_after_washout_frame_015,same_class_box_match,rule_36,manual_41,mother_bud_pair,mother_bud_pair,0.7484,"39.00,101.00,100.00,163.00","36.60,103.40,89.60,161.40",3782.00,3074.00,1.2303,
60min_after_washout_frame_015,same_class_box_match,rule_39,manual_46,early_bud_pair,early_bud_pair,0.7152,"190.00,52.00,250.00,97.00","190.60,47.40,245.60,90.40",2700.00,2365.00,1.1416,
60min_after_washout_frame_015,same_class_box_match,rule_34,manual_43,mother_bud_pair,mother_bud_pair,0.6977,"185.00,81.00,251.00,142.00","183.60,77.40,234.60,141.40",4026.00,3264.00,1.2335,
60min_after_washout_frame_015,rule_only_or_bad_box,rule_37,,mother_bud_pair,,,"207.00,142.00,255.00,187.00",,2160.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_015,rule_only_or_bad_box,rule_38,,mother_bud_pair,,,"40.00,51.00,117.00,102.00",,3927.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_015,manual_only_missed_by_rule,,manual_44,,early_bud_pair,,,"41.60,53.40,80.60,96.40",,1677.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_015,manual_only_missed_by_rule,,manual_45,,early_bud_pair,,,"75.60,45.40,124.60,100.40",,2695.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_013,class_mismatch_box_match,rule_24,manual_53,early_bud_pair,single_cell,0.8045,"72.00,160.00,107.00,203.00","69.60,164.40,105.60,203.40",1505.00,1404.00,1.0719,
60min_after_washout_frame_013,same_class_box_match,rule_21,manual_49,mother_bud_pair,mother_bud_pair,0.6024,"30.00,65.00,86.00,130.00","28.60,62.40,98.60,113.40",3640.00,3570.00,1.0196,
60min_after_washout_frame_013,same_class_box_match,rule_22,manual_48,mother_bud_pair,mother_bud_pair,0.5849,"47.00,79.00,112.00,160.00","26.60,95.40,108.60,157.40",5265.00,5084.00,1.0356,
60min_after_washout_frame_013,same_class_box_match,rule_20,manual_51,mother_bud_pair,mother_bud_pair,0.5403,"116.00,116.00,177.00,173.00","127.60,110.40,192.60,180.40",3477.00,4550.00,0.7642,
60min_after_washout_frame_013,rule_only_or_bad_box,rule_23,,mother_bud_pair,,,"94.00,86.00,145.00,154.00",,3468.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_013,rule_only_or_bad_box,rule_25,,single_cell,,,"156.00,105.00,194.00,148.00",,1634.00,,,No manual box matched this rule box at IoU threshold.
60min_after_washout_frame_013,manual_only_missed_by_rule,,manual_50,,mother_bud_pair,,,"108.60,83.40,132.60,157.40",,1776.00,,No rule box matched this manual box at IoU threshold.
60min_after_washout_frame_013,manual_only_missed_by_rule,,manual_52,,single_cell,,,"123.60,101.40,157.60,134.40",,1122.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_41,,early_bud_pair,,,"106.00,115.00,168.00,185.00",,4340.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_42,,early_bud_pair,,,"213.00,65.00,255.00,128.00",,2646.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_43,,early_bud_pair,,,"146.00,105.00,189.00,149.00",,1892.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_44,,single_cell,,,"58.00,56.00,97.00,95.00",,1521.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_45,,single_cell,,,"27.00,68.00,67.00,103.00",,1400.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_46,,single_cell,,,"77.00,75.00,114.00,112.00",,1369.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_47,,single_cell,,,"41.00,98.00,87.00,135.00",,1702.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_48,,single_cell,,,"183.00,107.00,233.00,149.00",,2100.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,rule_only_or_bad_box,rule_49,,single_cell,,,"74.00,143.00,116.00,180.00",,1554.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_54,,mother_bud_pair,,,"26.60,53.40,92.60,105.40",,3432.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_55,,mother_bud_pair,,,"44.60,70.40,117.60,133.40",,4599.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_56,,mother_bud_pair,,,"37.60,163.40,91.60,234.40",,3834.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_57,,mother_bud_pair,,,"3.60,128.40,85.60,185.40",,4674.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_58,,mother_bud_pair,,,"183.60,92.40,253.60,152.40",,4200.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_59,,mother_bud_pair,,,"154.60,161.40,212.60,233.40",,4176.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_60,,mother_bud_pair,,,"107.60,145.40,174.60,181.40",,2412.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_61,,single_cell,,,"139.60,40.40,182.60,71.40",,1333.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_62,,single_cell,,,"126.60,82.40,154.60,117.40",,980.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_63,,single_cell,,,"111.60,113.40,146.60,147.40",,1190.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_006,manual_only_missed_by_rule,,manual_64,,early_bud_pair,,,"111.60,53.40,168.60,104.40",,2907.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_009,same_class_box_match,rule_57,manual_67,mother_bud_pair,mother_bud_pair,0.8048,"170.00,52.00,248.00,120.00","170.60,43.40,243.60,117.40",5304.00,5402.00,0.9819,
85min_after_washout_frame_009,same_class_box_match,rule_56,manual_68,mother_bud_pair,mother_bud_pair,0.7904,"130.00,81.00,198.00,174.00","125.60,86.40,191.60,172.40",6324.00,5676.00,1.1142,
85min_after_washout_frame_009,same_class_box_match,rule_55,manual_69,mother_bud_pair,mother_bud_pair,0.6611,"119.00,55.00,179.00,140.00","111.60,58.40,174.60,158.40",5100.00,6300.00,0.8095,
85min_after_washout_frame_009,rule_only_or_bad_box,rule_58,,mother_bud_pair,,,"79.00,43.00,142.00,124.00",,5103.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_009,rule_only_or_bad_box,rule_59,,early_bud_pair,,,"161.00,0.00,246.00,32.00",,2720.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_009,rule_only_or_bad_box,rule_60,,single_cell,,,"69.00,229.00,112.00,255.00",,1118.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_009,rule_only_or_bad_box,rule_61,,single_cell,,,"0.00,227.00,20.00,255.00",,560.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_009,manual_only_missed_by_rule,,manual_65,,single_cell,,,"76.60,40.40,112.60,86.40",,1656.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_009,manual_only_missed_by_rule,,manual_66,,single_cell,,,"100.60,64.40,135.60,139.40",,2625.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_009,manual_only_missed_by_rule,,manual_70,,mother_bud_pair,,,"45.60,165.40,138.60,244.40",,7347.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_019,same_class_box_match,rule_65,manual_74,mother_bud_pair,mother_bud_pair,0.6775,"121.00,61.00,198.00,110.00","121.66,60.06,188.66,125.07",3773.00,4355.67,0.8662,
85min_after_washout_frame_019,class_mismatch_box_match,rule_67,manual_71,early_bud_pair,mother_bud_pair,0.6486,"0.00,59.00,54.00,103.00","0.60,55.40,62.60,113.40",2376.00,3596.00,0.6607,
85min_after_washout_frame_019,rule_only_or_bad_box,rule_62,,mother_bud_pair,,,"33.00,38.00,103.00,116.00",,5460.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_019,rule_only_or_bad_box,rule_63,,mother_bud_pair,,,"188.00,54.00,252.00,135.00",,5184.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_019,rule_only_or_bad_box,rule_64,,mother_bud_pair,,,"85.00,67.00,171.00,129.00",,5332.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_019,rule_only_or_bad_box,rule_66,,early_bud_pair,,,"63.00,0.00,128.00,47.00",,3055.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_019,manual_only_missed_by_rule,,manual_72,,mother_bud_pair,,,"70.60,115.40,121.60,232.40",,5967.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_019,manual_only_missed_by_rule,,manual_73,,early_bud_pair,,,"58.65,35.06,111.66,72.06",,1961.37,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_019,manual_only_missed_by_rule,,manual_75,,early_bud_pair,,,"187.66,92.07,225.66,130.07",,1444.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_019,manual_only_missed_by_rule,,manual_76,,early_bud_pair,,,"198.66,43.06,244.66,93.07",,2300.46,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_019,manual_only_missed_by_rule,,manual_77,,early_bud_pair,,,"84.65,55.06,128.66,124.07",,3037.13,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_019,manual_only_missed_by_rule,,manual_78,,early_bud_pair,,,"123.66,91.07,164.66,129.07",,1558.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_023,same_class_box_match,rule_70,manual_79,mother_bud_pair,mother_bud_pair,0.9037,"69.00,53.00,121.00,141.00","69.65,52.06,118.66,144.07",4576.00,4509.41,1.0148,
85min_after_washout_frame_023,same_class_box_match,rule_69,manual_80,mother_bud_pair,mother_bud_pair,0.6928,"192.00,80.00,253.00,156.00","176.66,76.06,250.66,151.07",4636.00,5550.74,0.8352,
85min_after_washout_frame_023,class_mismatch_box_match,rule_68,manual_85,mother_bud_pair,early_bud_pair,0.6057,"0.00,42.00,70.00,101.00","20.65,37.06,72.65,106.07",4130.00,3588.52,1.1509,
85min_after_washout_frame_023,rule_only_or_bad_box,rule_71,,mother_bud_pair,,,"132.00,79.00,190.00,133.00",,3132.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_023,rule_only_or_bad_box,rule_72,,early_bud_pair,,,"38.00,0.00,92.00,26.00",,1404.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_023,manual_only_missed_by_rule,,manual_81,,early_bud_pair,,,"117.66,137.07,179.66,180.07",,2666.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_023,manual_only_missed_by_rule,,manual_82,,early_bud_pair,,,"163.66,114.07,221.66,164.07",,2900.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_023,manual_only_missed_by_rule,,manual_83,,early_bud_pair,,,"131.66,78.06,163.66,113.07",,1120.32,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_023,manual_only_missed_by_rule,,manual_84,,early_bud_pair,,,"155.66,97.07,198.66,136.07",,1677.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_008,same_class_box_match,rule_52,manual_86,mother_bud_pair,mother_bud_pair,0.9163,"43.00,44.00,123.00,105.00","40.65,43.06,119.66,105.07",4880.00,4899.41,0.9960,
85min_after_washout_frame_008,same_class_box_match,rule_50,manual_91,mother_bud_pair,mother_bud_pair,0.8909,"177.00,91.00,230.00,187.00","179.66,88.07,229.66,190.07",5088.00,5100.00,0.9976,
85min_after_washout_frame_008,rule_only_or_bad_box,rule_51,,mother_bud_pair,,,"90.00,103.00,183.00,162.00",,5487.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_008,rule_only_or_bad_box,rule_53,,mother_bud_pair,,,"90.00,141.00,177.00,189.00",,4176.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_008,rule_only_or_bad_box,rule_54,,single_cell,,,"58.00,0.00,97.00,18.00",,702.00,,,No manual box matched this rule box at IoU threshold.
85min_after_washout_frame_008,manual_only_missed_by_rule,,manual_87,,single_cell,,,"85.65,106.07,136.66,149.07",,2193.43,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_008,manual_only_missed_by_rule,,manual_88,,single_cell,,,"80.65,142.07,123.66,180.07",,1634.38,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_008,manual_only_missed_by_rule,,manual_89,,single_cell,,,"123.66,156.07,168.66,194.07",,1710.00,,No rule box matched this manual box at IoU threshold.
85min_after_washout_frame_008,manual_only_missed_by_rule,,manual_90,,single_cell,,,"123.66,108.07,187.66,174.07",,4224.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,class_mismatch_box_match,rule_95,manual_97,early_bud_pair,mother_bud_pair,0.8028,"139.00,50.00,196.00,108.00","139.66,54.06,189.66,109.07",3306.00,2750.50,1.2020,
Colorado+htb2-GFP_frame_014,same_class_box_match,rule_93,manual_92,mother_bud_pair,mother_bud_pair,0.7816,"116.00,134.00,160.00,197.00","115.66,136.07,155.66,191.07",2772.00,2200.00,1.2600,
Colorado+htb2-GFP_frame_014,same_class_box_match,rule_97,manual_100,early_bud_pair,early_bud_pair,0.7429,"187.00,145.00,229.00,196.00","184.66,144.07,224.66,190.07",2142.00,1840.00,1.1641,
Colorado+htb2-GFP_frame_014,same_class_box_match,rule_99,manual_106,single_cell,single_cell,0.6355,"211.00,85.00,248.00,122.00","215.66,85.07,244.66,115.07",1369.00,870.00,1.5736,
Colorado+htb2-GFP_frame_014,same_class_box_match,rule_100,manual_105,single_cell,single_cell,0.6153,"106.00,167.00,137.00,200.00","103.66,164.07,133.66,193.07",1023.00,870.00,1.1759,
Colorado+htb2-GFP_frame_014,class_mismatch_box_match,rule_91,manual_99,mother_bud_pair,early_bud_pair,0.5925,"172.00,90.00,233.00,146.00","187.66,94.07,231.66,140.07",3416.00,2024.00,1.6877,
Colorado+htb2-GFP_frame_014,rule_only_or_bad_box,rule_90,,mother_bud_pair,,,"86.00,72.00,140.00,142.00",,3780.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_014,rule_only_or_bad_box,rule_92,,mother_bud_pair,,,"45.00,125.00,124.00,172.00",,3713.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_014,rule_only_or_bad_box,rule_94,,early_bud_pair,,,"0.00,94.00,36.00,133.00",,1404.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_014,rule_only_or_bad_box,rule_96,,early_bud_pair,,,"132.00,220.00,192.00,255.00",,2100.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_014,rule_only_or_bad_box,rule_98,,single_cell,,,"94.00,0.00,133.00,27.00",,1053.00,,,No manual box matched this rule box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_93,,mother_bud_pair,,,"159.66,44.06,218.66,75.06",,1829.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_94,,mother_bud_pair,,,"91.66,67.06,129.66,124.07",,2166.38,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_95,,single_cell,,,"15.65,116.07,43.65,141.07",,700.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_96,,single_cell,,,"114.66,197.07,143.66,230.07",,957.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_98,,single_cell,,,"158.66,15.06,190.66,47.06",,1024.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_101,,early_bud_pair,,,"123.66,84.07,172.66,137.07",,2597.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_102,,early_bud_pair,,,"67.65,59.06,101.66,115.07",,1904.90,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_103,,early_bud_pair,,,"68.65,133.07,120.66,168.07",,1820.35,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_104,,early_bud_pair,,,"24.65,126.07,72.65,166.07",,1920.00,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_014,manual_only_missed_by_rule,,manual_107,,single_cell,,,"192.66,63.06,227.66,96.07",,1155.35,,No rule box matched this manual box at IoU threshold.
Colorado+htb2-GFP_frame_004,same_class_box_match,rule_79,manual_118,early_bud_pair,early_bud_pair,0.8428,"219.00,92.00,255.00,158.00","218.66,92.07,252.66,152.07",2376.00,2040.00,1.1647,
Colorado+htb2-GFP_frame_004,same_class_box_match,rule_82,manual_119,early_bud_pair,early_bud_pair,0.7744,"71.00,110.00,118.00,160.00","71.65,109.07,115.66,152.07",2350.00,1892.43,1.2418,
Colorado+htb2-GFP_frame_004,same_class_box_match,rule_73,manual_113,mother_bud_pair,mother_bud_pair,0.6007,"107.00,41.00,150.00,110.00","115.66,42.06,142.66,108.07",2967.00,1782.27,1.6647,
